开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.094403, Y = 0.073266, Z = 0.032775	
主轴转速: 3996	t = 147.5 s, 稳定, fc = NaN Hz, Xf = 0.0510, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.15833, Y = 0.056761, Z = -0.0054945	
主轴转速: 3996	t = 147.6 s, 稳定, fc = NaN Hz, Xf = 0.0504, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19968, Y = -0.0076152, Z = -0.12426	
主轴转速: 3970	t = 147.7 s, 稳定, fc = NaN Hz, Xf = 0.0502, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.069988, Y = 0.010839, Z = 0.11541	
主轴转速: 3970	t = 147.8 s, 稳定, fc = NaN Hz, Xf = 0.0489, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.012025, Y = 0.049087, Z = -0.1359	
主轴转速: 3980	t = 147.9 s, 稳定, fc = NaN Hz, Xf = 0.0502, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.063595, Y = -0.091176, Z = 0.14307	
主轴转速: 3980	t = 148.0 s, 稳定, fc = NaN Hz, Xf = 0.0502, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.11955, Y = 0.17327, Z = -0.0092117	
主轴转速: 3970	t = 148.1 s, 稳定, fc = NaN Hz, Xf = 0.0505, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.018783, Y = -0.048787, Z = -0.030479	
主轴转速: 3980	t = 148.2 s, 稳定, fc = NaN Hz, Xf = 0.0505, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.037414, Y = 0.14142, Z = -0.013112	
主轴转速: 3980	t = 148.3 s, 稳定, fc = NaN Hz, Xf = 0.0503, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.17581, Y = -0.015472, Z = 0.019003	
主轴转速: 3963	t = 148.4 s, 稳定, fc = NaN Hz, Xf = 0.0512, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.095682, Y = -0.043427, Z = 0.00017285	
主轴转速: 3963	t = 148.5 s, 稳定, fc = NaN Hz, Xf = 0.0497, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.030839, Y = 0.11687, Z = -0.037609	
主轴转速: 3977	t = 148.6 s, 稳定, fc = NaN Hz, Xf = 0.0497, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10713, Y = -0.017543, Z = -0.057232	
主轴转速: 3977	t = 148.7 s, 稳定, fc = NaN Hz, Xf = 0.0493, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.07559, Y = -0.00024578, Z = 0.13905	
主轴转速: 3989	t = 148.8 s, 稳定, fc = NaN Hz, Xf = 0.0503, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.0083108, Y = 0.080148, Z = -0.23901	
主轴转速: 3989	t = 148.9 s, 稳定, fc = NaN Hz, Xf = 0.0504, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.074494, Y = -0.018091, Z = 0.19036	
主轴转速: 4020	t = 149.0 s, 稳定, fc = NaN Hz, Xf = 0.0500, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.70448, Y = -0.068276, Z = -0.14047	
主轴转速: 4020	t = 149.1 s, 稳定, fc = NaN Hz, Xf = 0.1412, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.56134, Y = 0.067967, Z = -0.03249	
主轴转速: 3959	t = 149.2 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.33149, Y = -0.077533, Z = -0.13676	
主轴转速: 3959	t = 149.3 s, 稳定, fc = NaN Hz, Xf = 0.0942, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.25064, Y = -0.27736, Z = 0.24131	
主轴转速: 4010	t = 149.4 s, 稳定, fc = NaN Hz, Xf = 0.1211, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.39634, Y = 0.12668, Z = -0.1022	
主轴转速: 4010	t = 149.5 s, 稳定, fc = NaN Hz, Xf = 0.0967, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.53169, Y = 0.019792, Z = 0.010776	
主轴转速: 3961	t = 149.6 s, 稳定, fc = NaN Hz, Xf = 0.0689, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.17045, Y = 0.024664, Z = -0.016098	
主轴转速: 4022	t = 149.7 s, 稳定, fc = NaN Hz, Xf = 0.0622, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22239, Y = -0.012609, Z = 0.12181	
主轴转速: 4022	t = 149.8 s, 稳定, fc = NaN Hz, Xf = 0.0762, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14859, Y = 0.06681, Z = -0.20147	
主轴转速: 3987	t = 149.9 s, 稳定, fc = NaN Hz, Xf = 0.0628, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22476, Y = 0.012118, Z = 0.087559	
主轴转速: 3987	t = 150.0 s, 稳定, fc = NaN Hz, Xf = 0.0624, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.027795, Y = -0.20488, Z = 0.25411	
主轴转速: 4020	t = 150.1 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.52188, Y = -0.25696, Z = -0.19831	
主轴转速: 4020	t = 150.2 s, 稳定, fc = NaN Hz, Xf = 0.0620, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.27517, Y = 0.11084, Z = -0.22323	
主轴转速: 4020	t = 150.3 s, 稳定, fc = NaN Hz, Xf = 0.0622, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22269, Y = 0.112, Z = 0.069826	
主轴转速: 4020	t = 150.4 s, 稳定, fc = NaN Hz, Xf = 0.0625, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28918, Y = 0.093242, Z = 0.088717	
主轴转速: 3977	t = 150.5 s, 稳定, fc = NaN Hz, Xf = 0.0611, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.22348, Y = 0.18917, Z = -0.15254	
主轴转速: 3977	t = 150.6 s, 稳定, fc = NaN Hz, Xf = 0.0593, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11048, Y = -0.11438, Z = -0.14114	
主轴转速: 3982	t = 150.7 s, 稳定, fc = NaN Hz, Xf = 0.0622, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.14256, Y = 0.02643, Z = -0.031333	
主轴转速: 3982	t = 150.8 s, 稳定, fc = NaN Hz, Xf = 0.0717, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.5055, Y = -0.045741, Z = -0.38588	
主轴转速: 3975	t = 150.9 s, 稳定, fc = NaN Hz, Xf = 0.0640, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.025237, Y = -0.01937, Z = 0.38409	
主轴转速: 3984	t = 151.0 s, 稳定, fc = NaN Hz, Xf = 0.0618, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.053062, Y = 0.027953, Z = -0.28179	
主轴转速: 3984	t = 151.1 s, 稳定, fc = NaN Hz, Xf = 0.0731, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.3195, Y = 0.16882, Z = -0.10842	
主轴转速: 3994	t = 151.2 s, 稳定, fc = NaN Hz, Xf = 0.0724, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.46909, Y = 0.03648, Z = 0.16556	
主轴转速: 3994	t = 151.3 s, 稳定, fc = NaN Hz, Xf = 0.0637, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.35457, Y = -0.18917, Z = -0.43645	
主轴转速: 4027	t = 151.4 s, 稳定, fc = NaN Hz, Xf = 0.0651, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.27694, Y = 0.12181, Z = -0.26424	
主轴转速: 4027	t = 151.5 s, 稳定, fc = NaN Hz, Xf = 0.0699, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.33149, Y = 0.25287, Z = -0.17484	
主轴转速: 3998	t = 151.6 s, 稳定, fc = NaN Hz, Xf = 0.0636, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11176, Y = -0.23777, Z = -0.00086311	
主轴转速: 3998	t = 151.7 s, 稳定, fc = NaN Hz, Xf = 0.0622, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0072151, Y = 0.074484, Z = 0.28372	
主轴转速: 3970	t = 151.8 s, 稳定, fc = NaN Hz, Xf = 0.0623, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10189, Y = 0.22163, Z = -0.23968	
主轴转速: 3970	t = 151.9 s, 稳定, fc = NaN Hz, Xf = 0.0619, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.021888, Y = 0.084046, Z = 0.027352	
主轴转速: 3984	t = 152.0 s, 稳定, fc = NaN Hz, Xf = 0.0605, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1777, Y = -0.2924, Z = 0.39908	
主轴转速: 3984	t = 152.1 s, 稳定, fc = NaN Hz, Xf = 0.0641, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.24363, Y = 0.012057, Z = 0.026438	
主轴转速: 3994	t = 152.2 s, 稳定, fc = NaN Hz, Xf = 0.0727, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0022831, Y = 0.045493, Z = 0.087315	
主轴转速: 4020	t = 152.3 s, 稳定, fc = NaN Hz, Xf = 0.0698, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.26921, Y = 0.08368, Z = -0.11579	
主轴转速: 4020	t = 152.4 s, 稳定, fc = NaN Hz, Xf = 0.0630, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.35092, Y = -0.061394, Z = 0.057455	
主轴转速: 3980	t = 152.5 s, 稳定, fc = NaN Hz, Xf = 0.0707, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.078086, Y = -0.20574, Z = 0.24088	
主轴转速: 3980	t = 152.6 s, 稳定, fc = NaN Hz, Xf = 0.0735, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.38757, Y = -0.3234, Z = 0.1744	
主轴转速: 3970	t = 152.7 s, 稳定, fc = NaN Hz, Xf = 0.0644, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.23353, Y = 0.0014595, Z = -0.14444	
主轴转速: 3970	t = 152.8 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10092, Y = 0.20086, Z = -0.046567	
主轴转速: 4001	t = 152.9 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.31883, Y = -0.14124, Z = 0.25173	
主轴转速: 4001	t = 153.0 s, 稳定, fc = NaN Hz, Xf = 0.0703, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.29922, Y = 0.16085, Z = -0.099523	
主轴转速: 4022	t = 153.1 s, 稳定, fc = NaN Hz, Xf = 0.0637, n_new = NaN rpm, pass = 0.0003 s	
