开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.019818, Y = 0.057857, Z = -0.22658	
主轴转速: 6984	t = 140.8 s, 稳定, fc = NaN Hz, Xf = 0.0598, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.019514, Y = -0.11828, Z = 0.24186	
主轴转速: 6984	t = 140.9 s, 稳定, fc = NaN Hz, Xf = 0.0671, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.020792, Y = -0.066205, Z = -0.054002	
主轴转速: 6984	t = 141.0 s, 稳定, fc = NaN Hz, Xf = 0.0629, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.16698, Y = -0.010234, Z = -0.11263	
主轴转速: 6984	t = 141.1 s, 稳定, fc = NaN Hz, Xf = 0.0689, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13526, Y = -0.083624, Z = 0.16385	
主轴转速: 6956	t = 141.2 s, 稳定, fc = NaN Hz, Xf = 0.0670, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.17203, Y = 0.041778, Z = -0.18082	
主轴转速: 6963	t = 141.3 s, 颤振, fc = 470.00 Hz, Xf = 0.1511, n_new = 7050.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.0058147, Y = 0.032764, Z = 0.2151	
主轴转速: 6963	t = 141.4 s, 稳定, fc = NaN Hz, Xf = 0.0661, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.18336, Y = -0.13972, Z = -0.084532	
主轴转速: 6984	t = 141.5 s, 稳定, fc = NaN Hz, Xf = 0.0631, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10311, Y = 0.11864, Z = -0.031394	
主轴转速: 6984	t = 141.6 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14823, Y = -0.072905, Z = -0.051321	
主轴转速: 7008	t = 141.7 s, 稳定, fc = NaN Hz, Xf = 0.0710, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12345, Y = 0.10244, Z = 0.038138	
主轴转速: 7008	t = 141.8 s, 稳定, fc = NaN Hz, Xf = 0.0610, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.091785, Y = -0.014497, Z = -0.0043976	
主轴转速: 7003	t = 141.9 s, 稳定, fc = NaN Hz, Xf = 0.0677, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.17763, Y = 0.030815, Z = -0.11147	
主轴转速: 7003	t = 142.0 s, 稳定, fc = NaN Hz, Xf = 0.0659, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0035617, Y = 0.042265, Z = 0.23972	
主轴转速: 6954	t = 142.1 s, 稳定, fc = NaN Hz, Xf = 0.0591, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.081191, Y = 0.0074891, Z = -0.26424	
主轴转速: 6954	t = 142.2 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.032665, Y = 0.13655, Z = 0.086889	
主轴转速: 7041	t = 142.3 s, 颤振, fc = 470.00 Hz, Xf = 0.1531, n_new = 7050.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.0033793, Y = -0.10287, Z = 0.040453	
主轴转速: 7041	t = 142.4 s, 颤振, fc = 470.00 Hz, Xf = 0.1517, n_new = 7050.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.013425, Y = 0.14684, Z = -0.12091	
主轴转速: 6982	t = 142.5 s, 稳定, fc = NaN Hz, Xf = 0.0612, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.015495, Y = -0.057618, Z = 0.30493	
主轴转速: 6982	t = 142.6 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.40157, Y = 0.46549, Z = -0.99405	
主轴转速: 6959	t = 142.7 s, 稳定, fc = NaN Hz, Xf = 0.0945, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.58874, Y = 0.62177, Z = -0.56735	
主轴转速: 6980	t = 142.8 s, 颤振, fc = 1060.00 Hz, Xf = 0.1927, n_new = 7066.67 rpm, pass = 0.0002 s	
	采集数据: X = -0.27049, Y = -0.28534, Z = 0.54594	
主轴转速: 6980	t = 142.9 s, 颤振, fc = 360.00 Hz, Xf = 0.2430, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.49844, Y = -0.16822, Z = 0.61882	
主轴转速: 7034	t = 143.0 s, 颤振, fc = 360.00 Hz, Xf = 0.2737, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.3444, Y = -0.24849, Z = 0.59031	
主轴转速: 7034	t = 143.1 s, 颤振, fc = 360.00 Hz, Xf = 0.2478, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.52054, Y = 0.2913, Z = -0.52829	
主轴转速: 6945	t = 143.2 s, 颤振, fc = 360.00 Hz, Xf = 0.1917, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.27944, Y = 0.37194, Z = -0.010796	
主轴转速: 6945	t = 143.3 s, 稳定, fc = NaN Hz, Xf = 0.1157, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.098178, Y = 0.090197, Z = 0.31127	
主轴转速: 7038	t = 143.4 s, 稳定, fc = NaN Hz, Xf = 0.1144, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.098178, Y = -0.64218, Z = 0.24685	
主轴转速: 7038	t = 143.5 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.35469, Y = -0.040991, Z = -0.61732	
主轴转速: 7038	t = 143.6 s, 稳定, fc = NaN Hz, Xf = 0.0890, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.016713, Y = 0.33174, Z = -0.0097602	
主轴转速: 7038	t = 143.7 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.24905, Y = 0.22936, Z = 0.039539	
主轴转速: 6959	t = 143.8 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.58045, Y = 0.46957, Z = -0.2359	
主轴转速: 6949	t = 143.9 s, 稳定, fc = NaN Hz, Xf = 0.0837, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11827, Y = 0.5957, Z = -0.37393	
主轴转速: 6949	t = 144.0 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.20034, Y = -0.18972, Z = 0.084451	
主轴转速: 6945	t = 144.1 s, 稳定, fc = NaN Hz, Xf = 0.1271, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.27201, Y = 0.35142, Z = 0.25136	
主轴转速: 6945	t = 144.2 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.26385, Y = 0.0029822, Z = -0.076732	
主轴转速: 7005	t = 144.3 s, 稳定, fc = NaN Hz, Xf = 0.1399, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1229, Y = 0.79504, Z = -0.46528	
主轴转速: 7005	t = 144.4 s, 稳定, fc = NaN Hz, Xf = 0.1103, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.39725, Y = -0.10317, Z = 0.34759	
主轴转速: 6949	t = 144.5 s, 稳定, fc = NaN Hz, Xf = 0.1238, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.29636, Y = -0.41616, Z = 0.17903	
主轴转速: 6949	t = 144.6 s, 稳定, fc = NaN Hz, Xf = 0.1070, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.23797, Y = 0.039586, Z = 0.47775	
主轴转速: 7038	t = 144.7 s, 稳定, fc = NaN Hz, Xf = 0.1171, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.047217, Y = 0.22766, Z = -0.29806	
主轴转速: 7038	t = 144.8 s, 稳定, fc = NaN Hz, Xf = 0.1204, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.38465, Y = 0.3089, Z = 0.14344	
主轴转速: 7038	t = 144.9 s, 稳定, fc = NaN Hz, Xf = 0.1149, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.10007, Y = -0.32767, Z = 0.55002	
主轴转速: 7038	t = 145.0 s, 稳定, fc = NaN Hz, Xf = 0.1325, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.55768, Y = -0.10397, Z = -0.18057	
主轴转速: 6949	t = 145.1 s, 稳定, fc = NaN Hz, Xf = 0.0934, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16199, Y = -0.012305, Z = 0.46459	
主轴转速: 6980	t = 145.2 s, 稳定, fc = NaN Hz, Xf = 0.1008, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.22872, Y = -0.032586, Z = -0.10659	
主轴转速: 6980	t = 145.3 s, 稳定, fc = NaN Hz, Xf = 0.0775, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24625, Y = 0.092816, Z = 0.34015	
主轴转速: 6982	t = 145.4 s, 稳定, fc = NaN Hz, Xf = 0.0860, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15846, Y = 0.57165, Z = -0.28246	
