开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.079304, Y = -0.010051, Z = 0.016992	
主轴转速: 3016	t = 223.2 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.033457, Y = -0.01937, Z = 0.020526	
主轴转速: 3016	t = 223.3 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.045451, Y = 0.075093, Z = -0.08502	
主轴转速: 3014	t = 223.4 s, 稳定, fc = NaN Hz, Xf = 0.0611, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.11626, Y = 0.038124, Z = -0.062777	
主轴转速: 3014	t = 223.5 s, 稳定, fc = NaN Hz, Xf = 0.0627, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.032482, Y = 0.061207, Z = 0.026986	
主轴转速: 2995	t = 223.6 s, 稳定, fc = NaN Hz, Xf = 0.0615, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.080643, Y = 0.05737, Z = -0.079962	
主轴转速: 3021	t = 223.7 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.079912, Y = -0.026435, Z = -0.03054	
主轴转速: 3021	t = 223.8 s, 稳定, fc = NaN Hz, Xf = 0.0625, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0021613, Y = -0.018091, Z = 0.13016	
主轴转速: 2984	t = 223.9 s, 稳定, fc = NaN Hz, Xf = 0.0615, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0089808, Y = 0.087883, Z = -0.079352	
主轴转速: 2984	t = 224.0 s, 稳定, fc = NaN Hz, Xf = 0.0609, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.040458, Y = 0.042144, Z = 0.036736	
主轴转速: 2979	t = 224.1 s, 稳定, fc = NaN Hz, Xf = 0.0614, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0027702, Y = 0.076981, Z = 0.025402	
主轴转速: 2979	t = 224.2 s, 稳定, fc = NaN Hz, Xf = 0.0596, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.023045, Y = 0.10354, Z = -0.0014116	
主轴转速: 2995	t = 224.3 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.02335, Y = -0.081675, Z = -0.1225	
主轴转速: 2995	t = 224.4 s, 稳定, fc = NaN Hz, Xf = 0.0586, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.54819, Y = -0.51708, Z = -0.14888	
主轴转速: 2998	t = 224.5 s, 稳定, fc = NaN Hz, Xf = 0.0594, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.24924, Y = 0.019548, Z = -0.095684	
主轴转速: 2998	t = 224.6 s, 稳定, fc = NaN Hz, Xf = 0.1129, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.055193, Y = -0.14727, Z = 0.17281	
主轴转速: 2960	t = 224.7 s, 稳定, fc = NaN Hz, Xf = 0.0683, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13215, Y = -0.0024383, Z = 0.24935	
主轴转速: 2960	t = 224.8 s, 颤振, fc = 300.00 Hz, Xf = 0.1661, n_new = 3000.00 rpm, pass = 0.0025 s	
	采集数据: X = 0.40845, Y = -0.15062, Z = 0.18945	
主轴转速: 2974	t = 224.9 s, 稳定, fc = NaN Hz, Xf = 0.0625, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.42897, Y = 0.18886, Z = 0.091581	
主轴转速: 2974	t = 225.0 s, 稳定, fc = NaN Hz, Xf = 0.1286, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22896, Y = 0.10652, Z = -0.16625	
主轴转速: 2970	t = 225.1 s, 稳定, fc = NaN Hz, Xf = 0.1268, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15687, Y = -0.18558, Z = 0.068973	
主轴转速: 2993	t = 225.2 s, 稳定, fc = NaN Hz, Xf = 0.1162, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17173, Y = -0.16499, Z = 0.040758	
主轴转速: 2993	t = 225.3 s, 稳定, fc = NaN Hz, Xf = 0.0675, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28869, Y = -0.080883, Z = -0.26095	
主轴转速: 3014	t = 225.4 s, 稳定, fc = NaN Hz, Xf = 0.0690, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.52164, Y = 0.020096, Z = -0.12987	
主轴转速: 3014	t = 225.5 s, 稳定, fc = NaN Hz, Xf = 0.0673, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23663, Y = 0.045615, Z = 0.15246	
主轴转速: 2998	t = 225.6 s, 稳定, fc = NaN Hz, Xf = 0.0663, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.10037, Y = -0.024425, Z = -0.033465	
主轴转速: 2998	t = 225.7 s, 稳定, fc = NaN Hz, Xf = 0.0647, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.72889, Y = -0.25757, Z = 0.062574	
主轴转速: 3000	t = 225.8 s, 稳定, fc = NaN Hz, Xf = 0.0632, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.2974, Y = -0.025765, Z = -0.015976	
主轴转速: 3000	t = 225.9 s, 稳定, fc = NaN Hz, Xf = 0.0651, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.031934, Y = 0.029719, Z = -0.23231	
主轴转速: 2995	t = 226.0 s, 稳定, fc = NaN Hz, Xf = 0.0397, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20223, Y = 0.0093162, Z = -0.04218	
主轴转速: 2995	t = 226.1 s, 稳定, fc = NaN Hz, Xf = 0.0469, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.023593, Y = 0.23393, Z = -0.063325	
主轴转速: 3019	t = 226.2 s, 稳定, fc = NaN Hz, Xf = 0.0649, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.32504, Y = 0.24173, Z = -0.22061	
主轴转速: 3019	t = 226.3 s, 稳定, fc = NaN Hz, Xf = 0.0661, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10043, Y = 0.077834, Z = -0.043033	
主轴转速: 3019	t = 226.4 s, 稳定, fc = NaN Hz, Xf = 0.0680, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1131, Y = -0.062125, Z = -0.082643	
