开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.23627, Y = -0.18058, Z = 0.37714	
主轴转速: 8955	t = 50.0 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.050748, Y = 0.021375, Z = 0.24253	
主轴转速: 8955	t = 50.1 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.071328, Y = 0.021436, Z = -0.42414	
主轴转速: 8955	t = 50.2 s, 稳定, fc = NaN Hz, Xf = 0.0880, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.18707, Y = -0.039225, Z = -0.13347	
主轴转速: 8941	t = 50.3 s, 稳定, fc = NaN Hz, Xf = 0.0871, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17891, Y = 0.011204, Z = 0.17513	
主轴转速: 8941	t = 50.4 s, 稳定, fc = NaN Hz, Xf = 0.0890, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.044416, Y = 0.068272, Z = 0.091825	
主轴转速: 8948	t = 50.5 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.0019786, Y = 0.027953, Z = -0.19654	
主轴转速: 8948	t = 50.6 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12503, Y = -0.033012, Z = -0.0013506	
主轴转速: 9000	t = 50.7 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.20375, Y = 0.10006, Z = 0.18598	
主轴转速: 9000	t = 50.8 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.059759, Y = -0.053476, Z = 0.033263	
主轴转速: 8948	t = 50.9 s, 稳定, fc = NaN Hz, Xf = 0.0854, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.015191, Y = -0.11054, Z = -0.13773	
主轴转速: 8979	t = 51.0 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.056715, Y = -0.013645, Z = -0.28618	
主轴转速: 8979	t = 51.1 s, 稳定, fc = NaN Hz, Xf = 0.0862, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.091968, Y = 0.23344, Z = -0.099889	
主轴转速: 8960	t = 51.2 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.31792, Y = -0.047568, Z = 0.36898	
主轴转速: 8960	t = 51.3 s, 稳定, fc = NaN Hz, Xf = 0.0847, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.071084, Y = 0.081305, Z = 0.24344	
主轴转速: 8948	t = 51.4 s, 稳定, fc = NaN Hz, Xf = 0.0861, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.046121, Y = 0.023872, Z = -0.27564	
主轴转速: 8948	t = 51.5 s, 稳定, fc = NaN Hz, Xf = 0.0865, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.064813, Y = -0.11542, Z = -0.14632	
主轴转速: 9038	t = 51.6 s, 稳定, fc = NaN Hz, Xf = 0.0863, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14591, Y = -0.049761, Z = 0.13759	
主轴转速: 9038	t = 51.7 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.15565, Y = 0.033922, Z = 0.19816	
主轴转速: 8986	t = 51.8 s, 稳定, fc = NaN Hz, Xf = 0.0862, n_new = NaN rpm, pass = 0.0003 s	
