开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.13629, Y = 0.028562, Z = 0.062818	
主轴转速: 6021	t = 190.2 s, 稳定, fc = NaN Hz, Xf = 0.0899, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.26281, Y = 0.056456, Z = 0.031922	
主轴转速: 6021	t = 190.3 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.002344, Y = 0.10031, Z = -0.35419	
主轴转速: 5981	t = 190.4 s, 稳定, fc = NaN Hz, Xf = 0.0912, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.07218, Y = -0.17608, Z = 0.19451	
主轴转速: 5981	t = 190.5 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.16132, Y = 0.19507, Z = -0.17362	
主轴转速: 6021	t = 190.6 s, 稳定, fc = NaN Hz, Xf = 0.0893, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.033578, Y = 0.056091, Z = 0.13083	
主轴转速: 6021	t = 190.7 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.05915, Y = 0.082706, Z = -0.1512	
主轴转速: 5981	t = 190.8 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15389, Y = -0.012975, Z = 0.2073	
主轴转速: 5981	t = 190.9 s, 稳定, fc = NaN Hz, Xf = 0.0944, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.058542, Y = -0.02412, Z = 0.25916	
主轴转速: 5998	t = 191.0 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.070841, Y = 0.16346, Z = 0.12016	
主轴转速: 5970	t = 191.1 s, 稳定, fc = NaN Hz, Xf = 0.0478, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.067735, Y = -0.079178, Z = -0.18892	
主轴转速: 5970	t = 191.2 s, 稳定, fc = NaN Hz, Xf = 0.0904, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.021767, Y = -0.034109, Z = -0.13322	
主轴转速: 6000	t = 191.3 s, 稳定, fc = NaN Hz, Xf = 0.0892, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.24954, Y = -0.049335, Z = 0.041489	
主轴转速: 6000	t = 191.4 s, 稳定, fc = NaN Hz, Xf = 0.0483, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.038084, Y = -0.0049354, Z = 0.043074	
主轴转速: 6023	t = 191.5 s, 稳定, fc = NaN Hz, Xf = 0.0482, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.24985, Y = 0.0567, Z = 0.098467	
主轴转速: 6023	t = 191.6 s, 稳定, fc = NaN Hz, Xf = 0.0906, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.00057856, Y = 0.15628, Z = -0.26973	
主轴转速: 5944	t = 191.7 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.077355, Y = -0.16615, Z = 0.12979	
主轴转速: 5944	t = 191.8 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12923, Y = 0.13198, Z = -0.16485	
主轴转速: 5967	t = 191.9 s, 稳定, fc = NaN Hz, Xf = 0.0920, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.022193, Y = 0.05938, Z = 0.0092527	
主轴转速: 5967	t = 192.0 s, 稳定, fc = NaN Hz, Xf = 0.0872, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.077416, Y = 0.071378, Z = -0.18405	
主轴转速: 5960	t = 192.1 s, 稳定, fc = NaN Hz, Xf = 0.0920, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16929, Y = -0.067423, Z = 0.18031	
主轴转速: 5960	t = 192.2 s, 稳定, fc = NaN Hz, Xf = 0.0901, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26677, Y = 0.033252, Z = 0.16471	
主轴转速: 5981	t = 192.3 s, 稳定, fc = NaN Hz, Xf = 0.1036, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.44371, Y = -0.17303, Z = 0.37117	
主轴转速: 5981	t = 192.4 s, 稳定, fc = NaN Hz, Xf = 0.1339, n_new = NaN rpm, pass = 0.0003 s	
