开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.10877, Y = -0.02205, Z = 0.25606	
主轴转速: 7983	t = 237.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1613, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.14323, Y = 0.089405, Z = 0.0098621	
主轴转速: 7983	t = 237.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1556, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.064143, Y = -0.1187, Z = 0.2769	
主轴转速: 7969	t = 237.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1634, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.35725, Y = -0.15391, Z = 0.023086	
主轴转速: 7969	t = 237.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1580, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.16759, Y = -0.064439, Z = -0.13011	
主轴转速: 8048	t = 237.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1607, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.020184, Y = -2.1587e-06, Z = -0.024507	
主轴转速: 8039	t = 237.5 s, 稳定, fc = NaN Hz, Xf = 0.1092, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.20315, Y = -0.10561, Z = 0.37824	
主轴转速: 8039	t = 237.6 s, 稳定, fc = NaN Hz, Xf = 0.0962, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.41235, Y = -0.087826, Z = -0.1328	
主轴转速: 7980	t = 237.7 s, 稳定, fc = NaN Hz, Xf = 0.1101, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.1176, Y = 0.014554, Z = -0.34108	
主轴转速: 7980	t = 237.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1635, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.21027, Y = 0.0085853, Z = -0.11086	
主轴转速: 7957	t = 237.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1645, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.15182, Y = -0.16426, Z = 0.059284	
主轴转速: 7957	t = 238.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1642, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.33149, Y = 0.045006, Z = -0.10976	
主轴转速: 7941	t = 238.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1658, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.025054, Y = 0.12436, Z = -0.29459	
主轴转速: 7941	t = 238.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1663, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.19852, Y = 0.25689, Z = -0.20915	
主轴转速: 7988	t = 238.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1652, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.22713, Y = -0.095196, Z = -0.087153	
主轴转速: 7988	t = 238.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1626, n_new = 8100.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.086245, Y = 0.027344, Z = -0.041266	
主轴转速: 7955	t = 238.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1640, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.12265, Y = 0.11633, Z = -0.34815	
主轴转速: 7955	t = 238.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1623, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.26318, Y = 0.12449, Z = 0.1421	
主轴转速: 7931	t = 238.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1625, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.20613, Y = 0.13015, Z = -0.026762	
主轴转速: 7931	t = 238.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1641, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.41558, Y = 0.077468, Z = -0.20428	
主轴转速: 7985	t = 238.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1800, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.02956, Y = 0.32236, Z = 0.28165	
主轴转速: 7985	t = 239.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1877, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.51452, Y = -0.12413, Z = 0.69031	
主轴转速: 7945	t = 239.1 s, 颤振, fc = 1610.00 Hz, Xf = 0.2265, n_new = 8050.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.093795, Y = -0.66252, Z = 0.8092	
