开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.09349, Y = -0.065657, Z = 0.17068	
主轴转速: 3998	t = 245.5 s, 稳定, fc = NaN Hz, Xf = 0.0478, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.014582, Y = 0.088614, Z = 0.013579	
主轴转速: 3977	t = 245.6 s, 稳定, fc = NaN Hz, Xf = 0.0525, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.095804, Y = -0.070164, Z = 0.064524	
主轴转速: 3989	t = 245.7 s, 稳定, fc = NaN Hz, Xf = 0.0543, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.10457, Y = 0.1564, Z = 0.026803	
主轴转速: 3989	t = 245.8 s, 稳定, fc = NaN Hz, Xf = 0.0535, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.0037443, Y = -0.041113, Z = -0.12737	
主轴转速: 3991	t = 245.9 s, 稳定, fc = NaN Hz, Xf = 0.0524, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.074433, Y = 0.023811, Z = 0.097614	
主轴转速: 3991	t = 246.0 s, 稳定, fc = NaN Hz, Xf = 0.0548, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.052818, Y = -0.038006, Z = 0.10548	
主轴转速: 3975	t = 246.1 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.20674, Y = -0.021867, Z = -0.055586	
主轴转速: 3975	t = 246.2 s, 稳定, fc = NaN Hz, Xf = 0.0530, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.038632, Y = 0.0025558, Z = 0.059284	
主轴转速: 3959	t = 246.3 s, 稳定, fc = NaN Hz, Xf = 0.0517, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.068588, Y = 0.020035, Z = -0.15565	
主轴转速: 3959	t = 246.4 s, 稳定, fc = NaN Hz, Xf = 0.0524, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020183, Y = -0.029541, Z = 0.14691	
主轴转速: 3998	t = 246.5 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.060429, Y = 0.12814, Z = -0.17655	
主轴转速: 3998	t = 246.6 s, 稳定, fc = NaN Hz, Xf = 0.0479, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.08935, Y = -0.074975, Z = 0.12912	
主轴转速: 3994	t = 246.7 s, 稳定, fc = NaN Hz, Xf = 0.0508, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.009772, Y = 0.13106, Z = -0.091296	
主轴转速: 3994	t = 246.8 s, 稳定, fc = NaN Hz, Xf = 0.0537, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.010564, Y = 0.017477, Z = 0.19207	
主轴转速: 4001	t = 246.9 s, 稳定, fc = NaN Hz, Xf = 0.0532, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.021888, Y = 0.0042002, Z = 0.08049	
主轴转速: 4001	t = 247.0 s, 稳定, fc = NaN Hz, Xf = 0.0486, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.080035, Y = 0.13923, Z = -0.12695	
主轴转速: 3980	t = 247.1 s, 稳定, fc = NaN Hz, Xf = 0.0490, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.086062, Y = 0.028014, Z = 0.0017573	
主轴转速: 3961	t = 247.2 s, 稳定, fc = NaN Hz, Xf = 0.0520, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = 0.063291, Y = 0.026248, Z = 0.1346	
主轴转速: 3961	t = 247.3 s, 稳定, fc = NaN Hz, Xf = 0.0529, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11328, Y = 0.068698, Z = -0.090931	
主轴转速: 3989	t = 247.4 s, 稳定, fc = NaN Hz, Xf = 0.0532, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.05635, Y = 0.022289, Z = 0.21431	
主轴转速: 3989	t = 247.5 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0004 s	
