开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.12162, Y = 0.1028, Z = 0.15362	
主轴转速: 7038	t = 107.6 s, 颤振, fc = 470.00 Hz, Xf = 0.1633, n_new = 7050.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.22421, Y = -0.083502, Z = -0.061436	
主轴转速: 6970	t = 107.7 s, 稳定, fc = NaN Hz, Xf = 0.0620, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.15103, Y = 0.099576, Z = -0.038828	
主轴转速: 6970	t = 107.8 s, 稳定, fc = NaN Hz, Xf = 0.0664, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = 0.048313, Y = -0.069068, Z = 0.15173	
主轴转速: 7024	t = 107.9 s, 稳定, fc = NaN Hz, Xf = 0.0639, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.097631, Y = 0.098906, Z = -0.2913	
主轴转速: 7024	t = 108.0 s, 稳定, fc = NaN Hz, Xf = 0.0683, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.054706, Y = 0.060902, Z = 0.28134	
主轴转速: 6968	t = 108.1 s, 稳定, fc = NaN Hz, Xf = 0.0648, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.051418, Y = -0.030454, Z = -0.21104	
主轴转速: 6968	t = 108.2 s, 稳定, fc = NaN Hz, Xf = 0.0675, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.055193, Y = 0.12436, Z = 0.046425	
主轴转速: 6994	t = 108.3 s, 稳定, fc = NaN Hz, Xf = 0.0651, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.099822, Y = -0.056826, Z = 0.16349	
主轴转速: 6994	t = 108.4 s, 稳定, fc = NaN Hz, Xf = 0.0629, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.027794, Y = 0.25513, Z = -0.20994	
主轴转速: 6991	t = 108.5 s, 稳定, fc = NaN Hz, Xf = 0.0659, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1808, Y = -0.10263, Z = 0.31443	
主轴转速: 6991	t = 108.6 s, 稳定, fc = NaN Hz, Xf = 0.0657, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12619, Y = 0.162, Z = -0.18752	
主轴转速: 6954	t = 108.7 s, 稳定, fc = NaN Hz, Xf = 0.0690, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14305, Y = 0.029841, Z = 0.22205	
主轴转速: 6954	t = 108.8 s, 稳定, fc = NaN Hz, Xf = 0.0667, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20692, Y = 0.018513, Z = -0.059182	
主轴转速: 7001	t = 108.9 s, 颤振, fc = 470.00 Hz, Xf = 0.1544, n_new = 7050.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.060916, Y = 0.14909, Z = -0.014818	
主轴转速: 6977	t = 109.0 s, 颤振, fc = 470.00 Hz, Xf = 0.1542, n_new = 7050.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.28881, Y = -0.02004, Z = 0.19518	
主轴转速: 6977	t = 109.1 s, 稳定, fc = NaN Hz, Xf = 0.0623, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23182, Y = 0.037149, Z = -0.35126	
主轴转速: 6970	t = 109.2 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13185, Y = 0.10536, Z = 0.33387	
主轴转速: 6970	t = 109.3 s, 稳定, fc = NaN Hz, Xf = 0.0652, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.28979, Y = -0.014863, Z = -0.25699	
主轴转速: 6947	t = 109.4 s, 稳定, fc = NaN Hz, Xf = 0.0668, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.029316, Y = 0.13655, Z = -0.033283	
主轴转速: 6947	t = 109.5 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.39828, Y = -0.0061535, Z = 0.13064	
主轴转速: 6942	t = 109.6 s, 颤振, fc = 470.00 Hz, Xf = 0.1583, n_new = 7050.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.064995, Y = -0.01602, Z = -0.31939	
主轴转速: 6942	t = 109.7 s, 颤振, fc = 470.00 Hz, Xf = 0.1565, n_new = 7050.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.14183, Y = 0.14501, Z = 0.36928	
主轴转速: 6947	t = 109.8 s, 颤振, fc = 470.00 Hz, Xf = 0.1616, n_new = 7050.00 rpm, pass = 0.0003 s	
