开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.015252, Y = 0.074301, Z = 0.17391	
主轴转速: 6994	t = 206.6 s, 稳定, fc = NaN Hz, Xf = 0.0590, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020427, Y = 0.060476, Z = -0.025117	
主轴转速: 6994	t = 206.7 s, 稳定, fc = NaN Hz, Xf = 0.0660, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.02749, Y = 0.20622, Z = -0.086604	
主轴转速: 7036	t = 206.8 s, 稳定, fc = NaN Hz, Xf = 0.0611, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.068588, Y = -0.062246, Z = 0.30511	
主轴转速: 7036	t = 206.9 s, 稳定, fc = NaN Hz, Xf = 0.0700, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.078451, Y = 0.17942, Z = -0.14553	
主轴转速: 6966	t = 207.0 s, 稳定, fc = NaN Hz, Xf = 0.0689, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16844, Y = -0.05847, Z = 0.29847	
主轴转速: 6966	t = 207.1 s, 稳定, fc = NaN Hz, Xf = 0.0609, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.091846, Y = 0.17997, Z = -0.1866	
主轴转速: 6994	t = 207.2 s, 稳定, fc = NaN Hz, Xf = 0.0676, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14415, Y = 0.087517, Z = 0.15599	
主轴转速: 6994	t = 207.3 s, 稳定, fc = NaN Hz, Xf = 0.0631, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.29636, Y = -0.026739, Z = 0.018576	
主轴转速: 6952	t = 207.4 s, 稳定, fc = NaN Hz, Xf = 0.0694, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14323, Y = 0.16091, Z = -0.11244	
主轴转速: 6970	t = 207.5 s, 稳定, fc = NaN Hz, Xf = 0.1469, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.18202, Y = 0.025943, Z = 0.25197	
主轴转速: 6970	t = 207.6 s, 稳定, fc = NaN Hz, Xf = 0.0590, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20716, Y = 0.063521, Z = -0.36814	
主轴转速: 7027	t = 207.7 s, 稳定, fc = NaN Hz, Xf = 0.0654, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12911, Y = 0.12747, Z = 0.32589	
主轴转速: 7027	t = 207.8 s, 稳定, fc = NaN Hz, Xf = 0.0593, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.33996, Y = 0.0045657, Z = -0.19294	
主轴转速: 7043	t = 207.9 s, 稳定, fc = NaN Hz, Xf = 0.0665, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0093461, Y = 0.13831, Z = -0.07856	
主轴转速: 7043	t = 208.0 s, 稳定, fc = NaN Hz, Xf = 0.0645, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.2745, Y = 0.12869, Z = 0.38793	
主轴转速: 6968	t = 208.1 s, 稳定, fc = NaN Hz, Xf = 0.0659, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.1165, Y = 0.059014, Z = -0.20775	
主轴转速: 6968	t = 208.2 s, 稳定, fc = NaN Hz, Xf = 0.0641, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.026151, Y = 0.18551, Z = 0.040819	
主轴转速: 6977	t = 208.3 s, 稳定, fc = NaN Hz, Xf = 0.0656, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.50496, Y = 0.27943, Z = -0.047055	
主轴转速: 6977	t = 208.4 s, 颤振, fc = 360.00 Hz, Xf = 0.1565, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.44912, Y = -0.19228, Z = 0.16952	
主轴转速: 6975	t = 208.5 s, 稳定, fc = NaN Hz, Xf = 0.1449, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -1.2556, Y = -0.34466, Z = 0.69469	
主轴转速: 6975	t = 208.6 s, 颤振, fc = 360.00 Hz, Xf = 0.2190, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.003927, Y = -0.13235, Z = 0.27556	
主轴转速: 6970	t = 208.7 s, 颤振, fc = 360.00 Hz, Xf = 0.2452, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.80445, Y = -0.51489, Z = 0.46873	
主轴转速: 7027	t = 208.8 s, 颤振, fc = 360.00 Hz, Xf = 0.2203, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.055741, Y = 0.37553, Z = -0.79094	
主轴转速: 7027	t = 208.9 s, 稳定, fc = NaN Hz, Xf = 0.1496, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23067, Y = 0.069368, Z = 0.39548	
主轴转速: 6947	t = 209.0 s, 稳定, fc = NaN Hz, Xf = 0.1200, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10652, Y = -0.26719, Z = -0.072527	
主轴转速: 6947	t = 209.1 s, 稳定, fc = NaN Hz, Xf = 0.0956, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.39682, Y = 0.39106, Z = -0.058572	
主轴转速: 7027	t = 209.2 s, 稳定, fc = NaN Hz, Xf = 0.0958, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.088619, Y = -0.37042, Z = 0.17982	
主轴转速: 7027	t = 209.3 s, 稳定, fc = NaN Hz, Xf = 0.1052, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.029195, Y = -0.011878, Z = -0.17308	
主轴转速: 6923	t = 209.4 s, 稳定, fc = NaN Hz, Xf = 0.0785, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.1671, Y = -0.17053, Z = 1.171	
主轴转速: 6923	t = 209.5 s, 稳定, fc = NaN Hz, Xf = 0.1035, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11486, Y = -0.013401, Z = -0.39026	
主轴转速: 7038	t = 209.6 s, 稳定, fc = NaN Hz, Xf = 0.0826, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.060429, Y = 0.089649, Z = 0.19792	
主轴转速: 7038	t = 209.7 s, 稳定, fc = NaN Hz, Xf = 0.0929, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.43402, Y = -0.056521, Z = -0.082704	
主轴转速: 7038	t = 209.8 s, 稳定, fc = NaN Hz, Xf = 0.0763, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.040337, Y = -0.054938, Z = -0.43524	
主轴转速: 7038	t = 209.9 s, 稳定, fc = NaN Hz, Xf = 0.0715, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.025359, Y = -0.16274, Z = 0.2566	
主轴转速: 6991	t = 210.0 s, 稳定, fc = NaN Hz, Xf = 0.0667, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.12253, Y = -0.013279, Z = -0.19678	
主轴转速: 7038	t = 210.1 s, 稳定, fc = NaN Hz, Xf = 0.0713, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.29861, Y = -0.10256, Z = 0.14716	
主轴转速: 7038	t = 210.2 s, 稳定, fc = NaN Hz, Xf = 0.0641, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1, Y = 0.35257, Z = -0.094404	
主轴转速: 6970	t = 210.3 s, 稳定, fc = NaN Hz, Xf = 0.0728, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.50246, Y = 0.095557, Z = -0.2476	
主轴转速: 6970	t = 210.4 s, 稳定, fc = NaN Hz, Xf = 0.0656, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20917, Y = -0.11115, Z = 0.086462	
主轴转速: 6947	t = 210.5 s, 稳定, fc = NaN Hz, Xf = 0.0692, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.37174, Y = 0.054324, Z = -0.003971	
主轴转速: 6947	t = 210.6 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.051479, Y = 0.21207, Z = -0.39672	
主轴转速: 7041	t = 210.7 s, 稳定, fc = NaN Hz, Xf = 0.1081, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.014887, Y = 0.27754, Z = -0.059121	
主轴转速: 7041	t = 210.8 s, 稳定, fc = NaN Hz, Xf = 0.0833, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.27925, Y = 0.20659, Z = -0.28977	
主轴转速: 6980	t = 210.9 s, 稳定, fc = NaN Hz, Xf = 0.1007, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.10329, Y = -0.26171, Z = 0.49043	
主轴转速: 6980	t = 211.0 s, 稳定, fc = NaN Hz, Xf = 0.0666, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.33801, Y = 0.066384, Z = -0.018779	
主轴转速: 6975	t = 211.1 s, 稳定, fc = NaN Hz, Xf = 0.0641, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.019636, Y = 0.20628, Z = -0.364	
主轴转速: 6975	t = 211.2 s, 稳定, fc = NaN Hz, Xf = 0.0703, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.40504, Y = -0.052867, Z = 0.16745	
主轴转速: 7036	t = 211.3 s, 稳定, fc = NaN Hz, Xf = 0.0982, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19888, Y = -0.26414, Z = -0.35766	
主轴转速: 6977	t = 211.4 s, 稳定, fc = NaN Hz, Xf = 0.0893, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.22762, Y = -0.28777, Z = 0.25831	
主轴转速: 6977	t = 211.5 s, 稳定, fc = NaN Hz, Xf = 0.0900, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.18926, Y = -0.011696, Z = -0.21409	
主轴转速: 6952	t = 211.6 s, 稳定, fc = NaN Hz, Xf = 0.0984, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.065909, Y = -0.011757, Z = 0.11175	
主轴转速: 6952	t = 211.7 s, 稳定, fc = NaN Hz, Xf = 0.0670, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10896, Y = -0.12553, Z = 0.32205	
主轴转速: 6947	t = 211.8 s, 稳定, fc = NaN Hz, Xf = 0.1124, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.59227, Y = -0.11645, Z = -0.32451	
主轴转速: 6947	t = 211.9 s, 稳定, fc = NaN Hz, Xf = 0.0917, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.028403, Y = -0.055486, Z = 0.098406	
主轴转速: 6956	t = 212.0 s, 稳定, fc = NaN Hz, Xf = 0.1108, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19998, Y = -0.11426, Z = 0.034421	
主轴转速: 6956	t = 212.1 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.19968, Y = 0.054446, Z = -0.22463	
主轴转速: 7034	t = 212.2 s, 稳定, fc = NaN Hz, Xf = 0.1065, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.039119, Y = -0.24636, Z = -0.19191	
主轴转速: 7034	t = 212.3 s, 稳定, fc = NaN Hz, Xf = 0.0950, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.24729, Y = 0.5136, Z = -0.52092	
主轴转速: 7041	t = 212.4 s, 稳定, fc = NaN Hz, Xf = 0.0887, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.15705, Y = -0.079117, Z = 0.35636	
主轴转速: 7041	t = 212.5 s, 稳定, fc = NaN Hz, Xf = 0.1039, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.47725, Y = 0.16785, Z = 0.046182	
主轴转速: 7031	t = 212.6 s, 稳定, fc = NaN Hz, Xf = 0.1027, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23371, Y = 0.04391, Z = -0.14346	
主轴转速: 7024	t = 212.7 s, 稳定, fc = NaN Hz, Xf = 0.0699, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.063047, Y = 0.27845, Z = -0.15437	
主轴转速: 7024	t = 212.8 s, 稳定, fc = NaN Hz, Xf = 0.0672, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.18616, Y = 0.12272, Z = -0.13615	
主轴转速: 6980	t = 212.9 s, 稳定, fc = NaN Hz, Xf = 0.0672, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.15693, Y = 0.029597, Z = -0.14108	
主轴转速: 6980	t = 213.0 s, 稳定, fc = NaN Hz, Xf = 0.0779, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12089, Y = 0.17936, Z = -0.072405	
主轴转速: 6959	t = 213.1 s, 稳定, fc = NaN Hz, Xf = 0.0675, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.46587, Y = -0.32566, Z = 0.15325	
主轴转速: 6959	t = 213.2 s, 稳定, fc = NaN Hz, Xf = 0.0761, n_new = NaN rpm, pass = 0.0003 s	
