开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.12929, Y = -0.058958, Z = 0.19091	
主轴转速: 6016	t = 365.8 s, 稳定, fc = NaN Hz, Xf = 0.0858, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10208, Y = 0.06748, Z = -0.086239	
主轴转速: 6016	t = 365.9 s, 稳定, fc = NaN Hz, Xf = 0.0920, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.073033, Y = -0.12315, Z = 0.11791	
主轴转速: 5951	t = 366.0 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11791, Y = 0.066201, Z = -0.087335	
主轴转速: 5951	t = 366.1 s, 稳定, fc = NaN Hz, Xf = 0.0897, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14226, Y = -0.13271, Z = 0.32668	
主轴转速: 6002	t = 366.2 s, 稳定, fc = NaN Hz, Xf = 0.0853, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.21526, Y = 0.024603, Z = -0.1707	
主轴转速: 6002	t = 366.3 s, 稳定, fc = NaN Hz, Xf = 0.0438, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10932, Y = 0.12552, Z = -0.23993	
主轴转速: 5965	t = 366.4 s, 稳定, fc = NaN Hz, Xf = 0.0431, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12205, Y = -0.075523, Z = -0.36004	
主轴转速: 5972	t = 366.5 s, 稳定, fc = NaN Hz, Xf = 0.0837, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.083322, Y = -0.081188, Z = 0.23211	
主轴转速: 5972	t = 366.6 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.049713, Y = 0.18618, Z = 0.036431	
主轴转速: 5958	t = 366.7 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.053549, Y = 0.10713, Z = 0.091703	
主轴转速: 5958	t = 366.8 s, 稳定, fc = NaN Hz, Xf = 0.0886, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.21898, Y = 0.063034, Z = -0.044252	
主轴转速: 5955	t = 366.9 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.17739, Y = -0.007128, Z = 0.12918	
主轴转速: 5955	t = 367.0 s, 稳定, fc = NaN Hz, Xf = 0.0888, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.080765, Y = -0.082162, Z = 0.23083	
主轴转速: 5974	t = 367.1 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.13209, Y = 0.099759, Z = -0.083253	
主轴转速: 5974	t = 367.2 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.063047, Y = -0.10774, Z = -0.018231	
主轴转速: 6023	t = 367.3 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1148, Y = -0.083502, Z = -0.14584	
主轴转速: 6023	t = 367.4 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.21477, Y = -0.014071, Z = 0.21876	
主轴转速: 6021	t = 367.5 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13142, Y = 0.050488, Z = -0.059669	
主轴转速: 6040	t = 367.6 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.1777, Y = 0.090014, Z = -0.13859	
主轴转速: 6040	t = 367.7 s, 稳定, fc = NaN Hz, Xf = 0.0840, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10962, Y = -0.11998, Z = -0.30873	
主轴转速: 5974	t = 367.8 s, 稳定, fc = NaN Hz, Xf = 0.0866, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12016, Y = -0.0031692, Z = 0.19847	
主轴转速: 5974	t = 367.9 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.064691, Y = 0.19343, Z = 0.051849	
主轴转速: 6026	t = 368.0 s, 稳定, fc = NaN Hz, Xf = 0.0841, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.036075, Y = 0.14617, Z = 0.12796	
主轴转速: 6026	t = 368.1 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15967, Y = -0.039651, Z = 0.010167	
主轴转速: 5972	t = 368.2 s, 稳定, fc = NaN Hz, Xf = 0.0863, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.12923, Y = 0.080879, Z = -0.0068961	
主轴转速: 5972	t = 368.3 s, 稳定, fc = NaN Hz, Xf = 0.0858, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12466, Y = -0.10001, Z = 0.24082	
主轴转速: 5965	t = 368.4 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.065605, Y = 0.062607, Z = -0.13048	
主轴转速: 5965	t = 368.5 s, 稳定, fc = NaN Hz, Xf = 0.0847, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.013547, Y = -0.12333, Z = 0.19993	
主轴转速: 6021	t = 368.6 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.03437, Y = 0.010473, Z = -0.053392	
主轴转速: 5944	t = 368.7 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.015495, Y = -0.073879, Z = 0.25045	
主轴转速: 5944	t = 368.8 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24083, Y = -0.04495, Z = -0.22859	
主轴转速: 5970	t = 368.9 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.1162, Y = 0.16261, Z = -0.27308	
主轴转速: 5970	t = 369.0 s, 稳定, fc = NaN Hz, Xf = 0.0866, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.21806, Y = -0.1223, Z = -0.042363	
主轴转速: 5986	t = 369.1 s, 稳定, fc = NaN Hz, Xf = 0.0902, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.051784, Y = -0.0063362, Z = 0.11955	
主轴转速: 5986	t = 369.2 s, 稳定, fc = NaN Hz, Xf = 0.0841, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.029316, Y = 0.13618, Z = 0.062331	
