开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.2071, Y = -0.11146, Z = -0.087153	
主轴转速: 7957	t = 138.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1825, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.13988, Y = -0.084355, Z = 0.10797	
主轴转速: 7973	t = 139.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1781, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.31767, Y = 0.012057, Z = 0.013275	
主轴转速: 8048	t = 139.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1796, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.17167, Y = -0.0085897, Z = -0.2913	
主轴转速: 8048	t = 139.2 s, 稳定, fc = NaN Hz, Xf = 0.1056, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.2935, Y = 0.071378, Z = -0.18411	
主轴转速: 7988	t = 139.3 s, 稳定, fc = NaN Hz, Xf = 0.1059, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1573, Y = -0.16822, Z = -0.13316	
主轴转速: 7988	t = 139.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1758, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.19054, Y = -0.0807, Z = -0.0042148	
主轴转速: 7997	t = 139.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1746, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.11998, Y = 0.080452, Z = -0.35534	
主轴转速: 7997	t = 139.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1757, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.18987, Y = 0.2544, Z = -0.084228	
主轴转速: 7957	t = 139.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1751, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.22025, Y = 0.011691, Z = -0.082521	
主轴转速: 7957	t = 139.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1755, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.1383, Y = 0.087883, Z = -0.023045	
主轴转速: 8034	t = 139.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1768, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.18628, Y = 0.12394, Z = -0.28606	
主轴转速: 8034	t = 140.0 s, 稳定, fc = NaN Hz, Xf = 0.1009, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.14098, Y = 0.16846, Z = 0.2744	
主轴转速: 7945	t = 140.1 s, 稳定, fc = NaN Hz, Xf = 0.1066, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.21703, Y = 0.15055, Z = -0.002996	
主轴转速: 7945	t = 140.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1770, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.24132, Y = 0.028988, Z = 0.0035245	
主轴转速: 7959	t = 140.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1794, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.38087, Y = -0.38516, Z = 0.4847	
主轴转速: 7959	t = 140.4 s, 颤振, fc = 410.00 Hz, Xf = 0.2444, n_new = 8200.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.18403, Y = -0.15835, Z = 0.88031	
主轴转速: 8048	t = 140.5 s, 颤振, fc = 410.00 Hz, Xf = 0.2536, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.94035, Y = 0.92446, Z = -0.28533	
主轴转速: 8048	t = 140.6 s, 颤振, fc = 410.00 Hz, Xf = 0.2587, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.41046, Y = 0.83122, Z = -1.0661	
主轴转速: 7969	t = 140.7 s, 颤振, fc = 410.00 Hz, Xf = 0.2427, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.81931, Y = -0.20434, Z = 0.36032	
主轴转速: 7969	t = 140.8 s, 颤振, fc = 410.00 Hz, Xf = 0.1905, n_new = 8200.00 rpm, pass = 0.0002 s	
