开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.066761, Y = 0.066201, Z = -0.1203	
主轴转速: 3989	t = 82.0 s, 稳定, fc = NaN Hz, Xf = 0.0490, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17836, Y = 0.02509, Z = 0.011507	
主轴转速: 3980	t = 82.1 s, 稳定, fc = NaN Hz, Xf = 0.0477, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.099822, Y = -0.043671, Z = -0.073563	
主轴转速: 3980	t = 82.2 s, 稳定, fc = NaN Hz, Xf = 0.0477, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.039363, Y = 0.0087681, Z = 0.10992	
主轴转速: 3980	t = 82.3 s, 稳定, fc = NaN Hz, Xf = 0.0477, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0003959, Y = -0.026191, Z = -0.14846	
主轴转速: 3980	t = 82.4 s, 稳定, fc = NaN Hz, Xf = 0.0489, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0070325, Y = -0.11974, Z = 0.15094	
主轴转速: 3994	t = 82.5 s, 稳定, fc = NaN Hz, Xf = 0.0493, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11419, Y = 0.077468, Z = -0.063752	
主轴转速: 3994	t = 82.6 s, 稳定, fc = NaN Hz, Xf = 0.0486, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.001248, Y = -0.01066, Z = 0.19536	
主轴转速: 3982	t = 82.7 s, 稳定, fc = NaN Hz, Xf = 0.0498, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.026029, Y = 0.14793, Z = -0.1888	
主轴转速: 3982	t = 82.8 s, 稳定, fc = NaN Hz, Xf = 0.0494, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.097326, Y = 0.13338, Z = -0.043581	
主轴转速: 3994	t = 82.9 s, 稳定, fc = NaN Hz, Xf = 0.0491, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.011842, Y = -0.014741, Z = 0.083111	
主轴转速: 3994	t = 83.0 s, 稳定, fc = NaN Hz, Xf = 0.0480, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10999, Y = 0.13027, Z = -0.028042	
主轴转速: 3984	t = 83.1 s, 稳定, fc = NaN Hz, Xf = 0.0476, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.03297, Y = 0.010961, Z = -0.12323	
主轴转速: 3984	t = 83.2 s, 稳定, fc = NaN Hz, Xf = 0.0487, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.073459, Y = -0.053415, Z = 0.015408	
主轴转速: 3973	t = 83.3 s, 稳定, fc = NaN Hz, Xf = 0.0491, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.034918, Y = -0.099093, Z = -0.23926	
主轴转速: 3973	t = 83.4 s, 稳定, fc = NaN Hz, Xf = 0.0485, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13276, Y = -0.0018293, Z = 0.51188	
主轴转速: 3973	t = 83.5 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.67288, Y = 0.78493, Z = -0.56961	
主轴转速: 4008	t = 83.6 s, 颤振, fc = 1620.00 Hz, Xf = 0.2522, n_new = 4050.00 rpm, pass = 0.0020 s	
	采集数据: X = 0.33588, Y = 0.45708, Z = -0.24565	
主轴转速: 4008	t = 83.7 s, 颤振, fc = 1610.00 Hz, Xf = 0.2048, n_new = 4025.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.41192, Y = 0.3223, Z = -0.57387	
主轴转速: 3980	t = 83.8 s, 稳定, fc = NaN Hz, Xf = 0.1134, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.56353, Y = -0.046777, Z = 0.21559	
主轴转速: 3980	t = 83.9 s, 稳定, fc = NaN Hz, Xf = 0.1046, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15839, Y = 0.1095, Z = -0.14876	
主轴转速: 3973	t = 84.0 s, 稳定, fc = NaN Hz, Xf = 0.0824, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.2387, Y = -0.39716, Z = 0.64216	
主轴转速: 3973	t = 84.1 s, 稳定, fc = NaN Hz, Xf = 0.0803, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.31012, Y = -0.2329, Z = -0.16454	
主轴转速: 3963	t = 84.2 s, 稳定, fc = NaN Hz, Xf = 0.0756, n_new = NaN rpm, pass = 0.0004 s	
