开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.033517, Y = 0.069185, Z = 0.10328	
主轴转速: 2984	t = 25.4 s, 稳定, fc = NaN Hz, Xf = 0.0584, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.034553, Y = 0.041535, Z = 0.063427	
主轴转速: 2981	t = 25.5 s, 稳定, fc = NaN Hz, Xf = 0.0598, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.052757, Y = -0.040382, Z = -0.029443	
主轴转速: 2981	t = 25.6 s, 稳定, fc = NaN Hz, Xf = 0.0581, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.035527, Y = -0.001403, Z = -0.0031179	
主轴转速: 2998	t = 25.7 s, 稳定, fc = NaN Hz, Xf = 0.0597, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.023715, Y = 0.1332, Z = -0.059547	
主轴转速: 2998	t = 25.8 s, 稳定, fc = NaN Hz, Xf = 0.0594, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0055712, Y = 0.011874, Z = 0.033933	
主轴转速: 2991	t = 25.9 s, 稳定, fc = NaN Hz, Xf = 0.0615, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.057811, Y = 0.026248, Z = 0.15417	
主轴转速: 2991	t = 26.0 s, 稳定, fc = NaN Hz, Xf = 0.0592, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15462, Y = 0.10585, Z = -0.091845	
主轴转速: 3014	t = 26.1 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13641, Y = -0.028688, Z = -0.083862	
主轴转速: 3014	t = 26.2 s, 稳定, fc = NaN Hz, Xf = 0.0609, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0064233, Y = -0.023085, Z = 0.12138	
主轴转速: 3021	t = 26.3 s, 稳定, fc = NaN Hz, Xf = 0.0601, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.072728, Y = 0.11164, Z = -0.0086633	
主轴转速: 2995	t = 26.4 s, 稳定, fc = NaN Hz, Xf = 0.0612, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.025054, Y = 0.019183, Z = 0.056968	
主轴转速: 2995	t = 26.5 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0092241, Y = 0.069307, Z = 0.17927	
主轴转速: 2991	t = 26.6 s, 稳定, fc = NaN Hz, Xf = 0.0613, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.071937, Y = 0.15969, Z = -0.13365	
主轴转速: 2991	t = 26.7 s, 稳定, fc = NaN Hz, Xf = 0.0609, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.05708, Y = 0.025517, Z = -0.1097	
主轴转速: 3000	t = 26.8 s, 稳定, fc = NaN Hz, Xf = 0.0615, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.081495, Y = -0.028444, Z = 0.14161	
主轴转速: 3000	t = 26.9 s, 稳定, fc = NaN Hz, Xf = 0.0314, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.068283, Y = 0.066566, Z = 0.00023379	
主轴转速: 3021	t = 27.0 s, 稳定, fc = NaN Hz, Xf = 0.0356, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0034402, Y = -0.011269, Z = 0.18531	
主轴转速: 3021	t = 27.1 s, 稳定, fc = NaN Hz, Xf = 0.0340, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.058846, Y = 0.10061, Z = 0.16867	
主轴转速: 3014	t = 27.2 s, 稳定, fc = NaN Hz, Xf = 0.0601, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.058968, Y = 0.064861, Z = -0.089956	
主轴转速: 3014	t = 27.3 s, 稳定, fc = NaN Hz, Xf = 0.0603, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.077599, Y = -0.01133, Z = -0.083496	
主轴转速: 2979	t = 27.4 s, 稳定, fc = NaN Hz, Xf = 0.0610, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26896, Y = 0.33997, Z = 0.02272	
主轴转速: 2979	t = 27.5 s, 稳定, fc = NaN Hz, Xf = 0.0902, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.084966, Y = 0.049878, Z = -0.19355	
主轴转速: 2981	t = 27.6 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.097509, Y = -0.30605, Z = 0.015651	
主轴转速: 2981	t = 27.7 s, 稳定, fc = NaN Hz, Xf = 0.0934, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.54064, Y = -0.17376, Z = 0.40767	
主轴转速: 2984	t = 27.8 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.42428, Y = -0.053172, Z = 0.044232	
主轴转速: 2984	t = 27.9 s, 稳定, fc = NaN Hz, Xf = 0.0780, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.0020395, Y = -0.24228, Z = -0.10105	
主轴转速: 3012	t = 28.0 s, 稳定, fc = NaN Hz, Xf = 0.0690, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.40297, Y = 0.24696, Z = 0.15496	
主轴转速: 3019	t = 28.1 s, 稳定, fc = NaN Hz, Xf = 0.0559, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.42325, Y = 0.0010332, Z = 0.12766	
主轴转速: 3019	t = 28.2 s, 稳定, fc = NaN Hz, Xf = 0.0592, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.042285, Y = -0.14721, Z = 0.23637	
主轴转速: 2993	t = 28.3 s, 稳定, fc = NaN Hz, Xf = 0.0588, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0056927, Y = 0.11669, Z = 0.20852	
主轴转速: 2993	t = 28.4 s, 稳定, fc = NaN Hz, Xf = 0.0533, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.023472, Y = 0.041535, Z = 0.0094965	
主轴转速: 2991	t = 28.5 s, 稳定, fc = NaN Hz, Xf = 0.0618, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.02816, Y = -0.018456, Z = 0.18482	
主轴转速: 2991	t = 28.6 s, 稳定, fc = NaN Hz, Xf = 0.0594, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.031874, Y = 0.15512, Z = 0.21328	
主轴转速: 3000	t = 28.7 s, 稳定, fc = NaN Hz, Xf = 0.0584, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.003379, Y = 0.2184, Z = -0.01689	
主轴转速: 3000	t = 28.8 s, 稳定, fc = NaN Hz, Xf = 0.0570, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26233, Y = 0.063217, Z = 0.14527	
主轴转速: 2986	t = 28.9 s, 稳定, fc = NaN Hz, Xf = 0.0563, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.057628, Y = 0.077346, Z = 0.082928	
