开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.093673, Y = -0.027348, Z = 0.24557	
主轴转速: 9942	t = 181.3 s, 稳定, fc = NaN Hz, Xf = 0.0858, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.037171, Y = -0.087826, Z = -0.022435	
主轴转速: 9900	t = 181.4 s, 稳定, fc = NaN Hz, Xf = 0.0844, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0017351, Y = 0.17766, Z = 0.028997	
主轴转速: 9900	t = 181.5 s, 稳定, fc = NaN Hz, Xf = 0.0831, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.025785, Y = -0.067667, Z = 0.14064	
主轴转速: 9933	t = 181.6 s, 稳定, fc = NaN Hz, Xf = 0.0833, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.063352, Y = 0.11949, Z = -0.23548	
主轴转速: 9933	t = 181.7 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.070963, Y = 0.08636, Z = -0.29124	
主轴转速: 9933	t = 181.8 s, 稳定, fc = NaN Hz, Xf = 0.0826, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.29417, Y = -0.090019, Z = 0.33802	
主轴转速: 9996	t = 181.9 s, 稳定, fc = NaN Hz, Xf = 0.0837, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.021767, Y = 0.075519, Z = 0.02077	
主轴转速: 9996	t = 182.0 s, 稳定, fc = NaN Hz, Xf = 0.0820, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.077295, Y = 0.13478, Z = -0.018231	
主轴转速: 10059	t = 182.1 s, 稳定, fc = NaN Hz, Xf = 0.0847, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.043807, Y = -0.051649, Z = 0.22388	
主轴转速: 10059	t = 182.2 s, 稳定, fc = NaN Hz, Xf = 0.0836, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.071389, Y = 0.12838, Z = -0.15492	
主轴转速: 10029	t = 182.3 s, 稳定, fc = NaN Hz, Xf = 0.0830, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.012634, Y = 0.03045, Z = 0.040758	
主轴转速: 10029	t = 182.4 s, 稳定, fc = NaN Hz, Xf = 0.0449, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17386, Y = -0.039407, Z = 0.2917	
主轴转速: 9998	t = 182.5 s, 稳定, fc = NaN Hz, Xf = 0.0404, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.062743, Y = 0.0098034, Z = -0.011466	
主轴转速: 9998	t = 182.6 s, 稳定, fc = NaN Hz, Xf = 0.0635, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0019786, Y = 0.054264, Z = 0.071715	
主轴转速: 9891	t = 182.7 s, 稳定, fc = NaN Hz, Xf = 0.0631, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.04947, Y = -0.033195, Z = 0.03052	
主轴转速: 9891	t = 182.8 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.14092, Y = 0.15451, Z = -0.30653	
主轴转速: 9940	t = 182.9 s, 稳定, fc = NaN Hz, Xf = 0.0826, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.058116, Y = 0.013762, Z = 0.054957	
主轴转速: 9940	t = 183.0 s, 稳定, fc = NaN Hz, Xf = 0.0827, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19292, Y = -0.021562, Z = 0.33741	
主轴转速: 10057	t = 183.1 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.010138, Y = -0.013218, Z = -0.05388	
主轴转速: 10057	t = 183.2 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.14396, Y = 0.081488, Z = 0.13107	
主轴转速: 9942	t = 183.3 s, 稳定, fc = NaN Hz, Xf = 0.0840, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.052271, Y = -0.021075, Z = -0.071248	
主轴转速: 9930	t = 183.4 s, 稳定, fc = NaN Hz, Xf = 0.0836, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19773, Y = 0.19337, Z = -0.25236	
主轴转速: 9930	t = 183.5 s, 稳定, fc = NaN Hz, Xf = 0.0825, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.021949, Y = -0.028505, Z = 0.20657	
主轴转速: 9996	t = 183.6 s, 稳定, fc = NaN Hz, Xf = 0.0812, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.33222, Y = 0.16937, Z = 0.1733	
主轴转速: 9996	t = 183.7 s, 颤振, fc = 1510.00 Hz, Xf = 0.1636, n_new = 10066.67 rpm, pass = 0.0023 s	
	采集数据: X = -0.78333, Y = 0.020096, Z = -0.47826	
主轴转速: 10041	t = 183.8 s, 颤振, fc = 1850.00 Hz, Xf = 0.2319, n_new = 10090.91 rpm, pass = 0.0003 s	
	采集数据: X = -0.40029, Y = 0.77086, Z = 0.22059	
主轴转速: 10041	t = 183.9 s, 颤振, fc = 1010.00 Hz, Xf = 0.2868, n_new = 10100.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.50843, Y = 0.37797, Z = 0.25228	
主轴转速: 9942	t = 184.0 s, 颤振, fc = 1850.00 Hz, Xf = 0.2043, n_new = 10090.91 rpm, pass = 0.0003 s	
	采集数据: X = 0.33612, Y = -0.85583, Z = 0.52035	
