开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.13087, Y = 0.064495, Z = 0.061112	
主轴转速: 3980	t = 48.8 s, 稳定, fc = NaN Hz, Xf = 0.0487, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.035588, Y = -0.052014, Z = 0.042038	
主轴转速: 3966	t = 48.9 s, 稳定, fc = NaN Hz, Xf = 0.0473, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.072728, Y = 0.044214, Z = -0.046445	
主轴转速: 3966	t = 49.0 s, 稳定, fc = NaN Hz, Xf = 0.0475, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.04466, Y = 0.032521, Z = -0.17813	
主轴转速: 3973	t = 49.1 s, 稳定, fc = NaN Hz, Xf = 0.0483, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.041007, Y = -0.11182, Z = 0.031495	
主轴转速: 3973	t = 49.2 s, 稳定, fc = NaN Hz, Xf = 0.0488, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0024048, Y = -0.027105, Z = -0.19197	
主轴转速: 4022	t = 49.3 s, 稳定, fc = NaN Hz, Xf = 0.0478, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.036988, Y = -0.024607, Z = 0.29646	
主轴转速: 4022	t = 49.4 s, 稳定, fc = NaN Hz, Xf = 0.0483, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.003562, Y = 0.11961, Z = -0.17679	
主轴转速: 3970	t = 49.5 s, 稳定, fc = NaN Hz, Xf = 0.0485, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.071206, Y = 0.069124, Z = 0.095847	
主轴转速: 3970	t = 49.6 s, 稳定, fc = NaN Hz, Xf = 0.0482, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17264, Y = 0.012788, Z = 0.14064	
主轴转速: 4020	t = 49.7 s, 稳定, fc = NaN Hz, Xf = 0.0476, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12753, Y = 0.086421, Z = -0.20147	
主轴转速: 4020	t = 49.8 s, 稳定, fc = NaN Hz, Xf = 0.0464, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.010503, Y = 0.0064537, Z = -0.030236	
主轴转速: 3970	t = 49.9 s, 稳定, fc = NaN Hz, Xf = 0.0477, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.063291, Y = 0.072596, Z = -0.039011	
主轴转速: 3996	t = 50.0 s, 稳定, fc = NaN Hz, Xf = 0.0482, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.098604, Y = -0.11901, Z = -0.021887	
主轴转速: 3996	t = 50.1 s, 稳定, fc = NaN Hz, Xf = 0.0465, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0070933, Y = -0.0038391, Z = 0.15319	
主轴转速: 3975	t = 50.2 s, 稳定, fc = NaN Hz, Xf = 0.0479, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.034309, Y = -0.018578, Z = -0.12097	
主轴转速: 3975	t = 50.3 s, 稳定, fc = NaN Hz, Xf = 0.0472, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.019818, Y = -0.011209, Z = -0.01951	
主轴转速: 3977	t = 50.4 s, 稳定, fc = NaN Hz, Xf = 0.0484, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19212, Y = 0.066871, Z = 0.045633	
主轴转速: 3977	t = 50.5 s, 稳定, fc = NaN Hz, Xf = 0.0480, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10555, Y = 0.034043, Z = -0.063752	
主轴转速: 4001	t = 50.6 s, 稳定, fc = NaN Hz, Xf = 0.0473, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.05495, Y = -2.1587e-06, Z = 0.1644	
主轴转速: 4001	t = 50.7 s, 稳定, fc = NaN Hz, Xf = 0.0481, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.40626, Y = 0.012179, Z = -0.38606	
主轴转速: 3977	t = 50.8 s, 稳定, fc = NaN Hz, Xf = 0.1177, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.33502, Y = -0.34277, Z = 0.31638	
主轴转速: 3977	t = 50.9 s, 颤振, fc = 1620.00 Hz, Xf = 0.2740, n_new = 4050.00 rpm, pass = 0.0020 s	
	采集数据: X = 0.55988, Y = -0.092029, Z = 0.10011	
主轴转速: 3998	t = 51.0 s, 颤振, fc = 1620.00 Hz, Xf = 0.2504, n_new = 4050.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.15766, Y = 0.56409, Z = 0.11681	
主轴转速: 3998	t = 51.1 s, 颤振, fc = 1620.00 Hz, Xf = 0.2010, n_new = 4050.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.0057536, Y = 0.41074, Z = -0.27954	
主轴转速: 3994	t = 51.2 s, 稳定, fc = NaN Hz, Xf = 0.1037, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.44559, Y = -0.42481, Z = -0.020546	
主轴转速: 3994	t = 51.3 s, 稳定, fc = NaN Hz, Xf = 0.0753, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.131, Y = 0.12272, Z = 0.17866	
主轴转速: 3975	t = 51.4 s, 稳定, fc = NaN Hz, Xf = 0.0692, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.20497, Y = -0.09075, Z = 0.089814	
主轴转速: 3980	t = 51.5 s, 稳定, fc = NaN Hz, Xf = 0.0791, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.076381, Y = 0.54686, Z = -0.1679	
主轴转速: 3980	t = 51.6 s, 稳定, fc = NaN Hz, Xf = 0.0749, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.24132, Y = 0.077224, Z = -0.041327	
主轴转速: 3994	t = 51.7 s, 稳定, fc = NaN Hz, Xf = 0.0700, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.038267, Y = -0.071077, Z = -0.074234	
主轴转速: 3994	t = 51.8 s, 稳定, fc = NaN Hz, Xf = 0.0695, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.044843, Y = 0.059623, Z = 0.061051	
主轴转速: 4005	t = 51.9 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.063534, Y = 0.27212, Z = -0.14517	
主轴转速: 4005	t = 52.0 s, 稳定, fc = NaN Hz, Xf = 0.0725, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.086306, Y = -0.11018, Z = 0.010837	
主轴转速: 4022	t = 52.1 s, 稳定, fc = NaN Hz, Xf = 0.0712, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.049835, Y = -0.08003, Z = 0.06038	
主轴转速: 4022	t = 52.2 s, 稳定, fc = NaN Hz, Xf = 0.0496, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.061464, Y = 0.1257, Z = 0.083537	
主轴转速: 4017	t = 52.3 s, 稳定, fc = NaN Hz, Xf = 0.0511, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.44541, Y = 0.041535, Z = 0.24393	
主轴转速: 4017	t = 52.4 s, 稳定, fc = NaN Hz, Xf = 0.0521, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.15912, Y = 0.26652, Z = 0.042343	
主轴转速: 3966	t = 52.5 s, 稳定, fc = NaN Hz, Xf = 0.0515, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.021888, Y = 0.3114, Z = -0.33133	
主轴转速: 3991	t = 52.6 s, 稳定, fc = NaN Hz, Xf = 0.0503, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.17447, Y = -0.30483, Z = -0.12274	
主轴转速: 3991	t = 52.7 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.31725, Y = 0.047016, Z = -0.14376	
主轴转速: 3961	t = 52.8 s, 稳定, fc = NaN Hz, Xf = 0.1020, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0144, Y = 0.11474, Z = -0.46625	
主轴转速: 3961	t = 52.9 s, 稳定, fc = NaN Hz, Xf = 0.0775, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.24004, Y = -0.089897, Z = 0.23765	
主轴转速: 4001	t = 53.0 s, 稳定, fc = NaN Hz, Xf = 0.0821, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.14177, Y = -0.03149, Z = -0.0068961	
主轴转速: 4001	t = 53.1 s, 稳定, fc = NaN Hz, Xf = 0.0772, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.23809, Y = 0.3435, Z = -0.35681	
主轴转速: 4017	t = 53.2 s, 稳定, fc = NaN Hz, Xf = 0.0938, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.07011, Y = -0.35532, Z = 0.033689	
主轴转速: 4017	t = 53.3 s, 稳定, fc = NaN Hz, Xf = 0.1011, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.23669, Y = -0.38339, Z = 0.11961	
主轴转速: 3996	t = 53.4 s, 稳定, fc = NaN Hz, Xf = 0.0541, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.18098, Y = 0.96716, Z = -0.1863	
主轴转速: 3996	t = 53.5 s, 稳定, fc = NaN Hz, Xf = 0.0622, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.058724, Y = -0.18515, Z = 0.24265	
主轴转速: 3975	t = 53.6 s, 稳定, fc = NaN Hz, Xf = 0.0593, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.20193, Y = -0.18485, Z = 0.1034	
主轴转速: 3975	t = 53.7 s, 稳定, fc = NaN Hz, Xf = 0.0525, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.095682, Y = 0.23795, Z = -0.19971	
主轴转速: 4020	t = 53.8 s, 稳定, fc = NaN Hz, Xf = 0.0778, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28845, Y = 0.12814, Z = -0.044739	
主轴转速: 4001	t = 53.9 s, 稳定, fc = NaN Hz, Xf = 0.0727, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.14384, Y = -0.18911, Z = 0.52163	
主轴转速: 4001	t = 54.0 s, 稳定, fc = NaN Hz, Xf = 0.0798, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.12052, Y = 0.56172, Z = -0.47424	
主轴转速: 3998	t = 54.1 s, 稳定, fc = NaN Hz, Xf = 0.0778, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.25319, Y = 0.098724, Z = 0.13783	
