开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.010138, Y = 0.093973, Z = 0.04929	
主轴转速: 7038	t = 305.1 s, 稳定, fc = NaN Hz, Xf = 0.0655, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050261, Y = -0.10488, Z = -0.098731	
主轴转速: 7038	t = 305.2 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.034979, Y = 0.0877, Z = -0.048091	
主轴转速: 7038	t = 305.3 s, 稳定, fc = NaN Hz, Xf = 0.0717, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0158, Y = -0.11676, Z = 0.2396	
主轴转速: 6982	t = 305.4 s, 稳定, fc = NaN Hz, Xf = 0.0686, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.054462, Y = 0.14946, Z = -0.24505	
主轴转速: 6982	t = 305.5 s, 稳定, fc = NaN Hz, Xf = 0.0616, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.18707, Y = -0.070712, Z = 0.26191	
主轴转速: 7029	t = 305.6 s, 稳定, fc = NaN Hz, Xf = 0.0665, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.1162, Y = 0.086786, Z = -0.13603	
主轴转速: 7029	t = 305.7 s, 稳定, fc = NaN Hz, Xf = 0.0689, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.083931, Y = 0.11462, Z = 0.20267	
主轴转速: 7005	t = 305.8 s, 稳定, fc = NaN Hz, Xf = 0.0683, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.28023, Y = 0.026491, Z = 0.017906	
主轴转速: 7005	t = 305.9 s, 稳定, fc = NaN Hz, Xf = 0.0620, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.10323, Y = 0.069794, Z = -0.22561	
主轴转速: 6949	t = 306.0 s, 稳定, fc = NaN Hz, Xf = 0.0687, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15675, Y = 0.1564, Z = 0.39177	
主轴转速: 6949	t = 306.1 s, 稳定, fc = NaN Hz, Xf = 0.1255, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.16564, Y = -0.047264, Z = -0.33018	
主轴转速: 6982	t = 306.2 s, 稳定, fc = NaN Hz, Xf = 0.1273, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.036988, Y = 0.2128, Z = -0.051869	
主轴转速: 6982	t = 306.3 s, 稳定, fc = NaN Hz, Xf = 0.0704, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.21453, Y = -0.019613, Z = 0.15575	
主轴转速: 6991	t = 306.4 s, 稳定, fc = NaN Hz, Xf = 0.0677, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.037719, Y = 0.066323, Z = -0.3707	
主轴转速: 6959	t = 306.5 s, 稳定, fc = NaN Hz, Xf = 0.0584, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.04265, Y = 0.020218, Z = 0.31261	
主轴转速: 6959	t = 306.6 s, 稳定, fc = NaN Hz, Xf = 0.1272, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15979, Y = -0.019552, Z = -0.11628	
主轴转速: 6945	t = 306.7 s, 稳定, fc = NaN Hz, Xf = 0.1288, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10847, Y = 0.1388, Z = -0.13712	
主轴转速: 6945	t = 306.8 s, 稳定, fc = NaN Hz, Xf = 0.1280, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.052027, Y = -0.10549, Z = 0.1641	
主轴转速: 7041	t = 306.9 s, 稳定, fc = NaN Hz, Xf = 0.1252, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.031569, Y = 0.12229, Z = -0.22268	
主轴转速: 7041	t = 307.0 s, 稳定, fc = NaN Hz, Xf = 0.0598, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1604, Y = -0.028323, Z = 0.054896	
主轴转速: 6980	t = 307.1 s, 稳定, fc = NaN Hz, Xf = 0.0701, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.018052, Y = 0.16998, Z = -0.13871	
主轴转速: 6980	t = 307.2 s, 稳定, fc = NaN Hz, Xf = 0.1260, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22933, Y = 0.29057, Z = -0.14267	
主轴转速: 6952	t = 307.3 s, 颤振, fc = 1760.00 Hz, Xf = 0.1653, n_new = 7040.00 rpm, pass = 0.0023 s	
	采集数据: X = -0.34836, Y = -0.21213, Z = -0.38277	
主轴转速: 6952	t = 307.4 s, 稳定, fc = NaN Hz, Xf = 0.1042, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.178, Y = -0.0057272, Z = 0.42851	
主轴转速: 7017	t = 307.5 s, 稳定, fc = NaN Hz, Xf = 0.1132, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.080034, Y = -0.099581, Z = -0.27369	
主轴转速: 7017	t = 307.6 s, 稳定, fc = NaN Hz, Xf = 0.1443, n_new = NaN rpm, pass = 0.0003 s	
