开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.0026484, Y = 0.00018055, Z = 0.20084	
主轴转速: 8944	t = 17.1 s, 稳定, fc = NaN Hz, Xf = 0.0845, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.15291, Y = 0.0084635, Z = -0.065458	
主轴转速: 8944	t = 17.2 s, 稳定, fc = NaN Hz, Xf = 0.0846, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13112, Y = 0.12644, Z = -0.31957	
主轴转速: 8958	t = 17.3 s, 稳定, fc = NaN Hz, Xf = 0.0847, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.083992, Y = -0.056826, Z = 0.090789	
主轴转速: 8958	t = 17.4 s, 稳定, fc = NaN Hz, Xf = 0.0852, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.059029, Y = 0.26243, Z = 0.13625	
主轴转速: 8930	t = 17.5 s, 稳定, fc = NaN Hz, Xf = 0.0844, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.20302, Y = -0.062125, Z = -0.20909	
主轴转速: 8930	t = 17.6 s, 稳定, fc = NaN Hz, Xf = 0.0864, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.078695, Y = 0.030694, Z = 0.011507	
主轴转速: 8941	t = 17.7 s, 稳定, fc = NaN Hz, Xf = 0.0872, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.014034, Y = 0.084289, Z = 0.37086	
主轴转速: 8941	t = 17.8 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.13148, Y = -0.069798, Z = 0.031069	
主轴转速: 8967	t = 17.9 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.067918, Y = -0.058653, Z = -0.23798	
主轴转速: 8967	t = 18.0 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.062195, Y = 0.0027994, Z = 0.046913	
主轴转速: 8944	t = 18.1 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.18652, Y = 0.21566, Z = 0.16404	
主轴转速: 9040	t = 18.2 s, 稳定, fc = NaN Hz, Xf = 0.0850, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.32394, Y = -0.088374, Z = 0.30974	
主轴转速: 9040	t = 18.3 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10104, Y = -0.024912, Z = 0.21949	
主轴转速: 8993	t = 18.4 s, 稳定, fc = NaN Hz, Xf = 0.0844, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.06871, Y = 0.028136, Z = -0.32268	
主轴转速: 8993	t = 18.5 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12399, Y = -0.16469, Z = -0.19118	
主轴转速: 8979	t = 18.6 s, 稳定, fc = NaN Hz, Xf = 0.0872, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.24656, Y = -0.10153, Z = -0.051503	
主轴转速: 8979	t = 18.7 s, 稳定, fc = NaN Hz, Xf = 0.0853, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.004475, Y = 0.10006, Z = 0.13936	
主轴转速: 8944	t = 18.8 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.1696, Y = 0.22047, Z = 0.060259	
主轴转速: 8944	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.1713, Y = -0.19136, Z = 0.17738	
