开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.17118, Y = 0.033922, Z = -0.24572	
主轴转速: 6966	t = 173.4 s, 稳定, fc = NaN Hz, Xf = 0.0662, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.077112, Y = -0.091115, Z = 0.16958	
主轴转速: 6966	t = 173.5 s, 稳定, fc = NaN Hz, Xf = 0.0595, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24601, Y = -0.068215, Z = -0.10879	
主轴转速: 7029	t = 173.6 s, 稳定, fc = NaN Hz, Xf = 0.0653, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.065178, Y = 0.0796, Z = 0.026438	
主轴转速: 7029	t = 173.7 s, 稳定, fc = NaN Hz, Xf = 0.0599, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.079487, Y = -0.19873, Z = -0.021034	
主轴转速: 6987	t = 173.8 s, 稳定, fc = NaN Hz, Xf = 0.0686, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.26007, Y = 0.081914, Z = -0.18228	
主轴转速: 6982	t = 173.9 s, 稳定, fc = NaN Hz, Xf = 0.0675, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.085392, Y = -0.028993, Z = 0.064098	
主轴转速: 6982	t = 174.0 s, 稳定, fc = NaN Hz, Xf = 0.0655, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.38769, Y = -0.035936, Z = 0.020344	
主轴转速: 7034	t = 174.1 s, 稳定, fc = NaN Hz, Xf = 0.0665, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.03023, Y = 0.041169, Z = -0.052966	
主轴转速: 7034	t = 174.2 s, 稳定, fc = NaN Hz, Xf = 0.0619, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.29721, Y = -0.088313, Z = -0.037244	
主轴转速: 6949	t = 174.3 s, 稳定, fc = NaN Hz, Xf = 0.0690, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0089808, Y = 0.098541, Z = 0.11145	
主轴转速: 6949	t = 174.4 s, 稳定, fc = NaN Hz, Xf = 0.1493, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15377, Y = -0.051101, Z = -0.073502	
主轴转速: 6949	t = 174.5 s, 稳定, fc = NaN Hz, Xf = 0.1495, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.044416, Y = 0.15001, Z = 0.024366	
主轴转速: 6949	t = 174.6 s, 稳定, fc = NaN Hz, Xf = 0.1478, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.039667, Y = -0.067058, Z = 0.14624	
主轴转速: 7038	t = 174.7 s, 稳定, fc = NaN Hz, Xf = 0.1476, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0081893, Y = 0.15963, Z = -0.26698	
主轴转速: 7038	t = 174.8 s, 稳定, fc = NaN Hz, Xf = 0.1472, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.060429, Y = -0.013523, Z = 0.29585	
主轴转速: 7024	t = 174.9 s, 稳定, fc = NaN Hz, Xf = 0.0655, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 3.0587e-05, Y = 0.079295, Z = -0.24882	
主轴转速: 7024	t = 175.0 s, 稳定, fc = NaN Hz, Xf = 0.0604, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14226, Y = 0.039951, Z = 0.11736	
主轴转速: 6963	t = 175.1 s, 稳定, fc = NaN Hz, Xf = 0.0685, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11036, Y = -0.014924, Z = 0.058918	
主轴转速: 6963	t = 175.2 s, 稳定, fc = NaN Hz, Xf = 0.0641, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.055254, Y = 0.2321, Z = -0.16656	
主轴转速: 6968	t = 175.3 s, 稳定, fc = NaN Hz, Xf = 0.0643, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16266, Y = -0.050309, Z = 0.15599	
主轴转速: 6968	t = 175.4 s, 稳定, fc = NaN Hz, Xf = 0.0652, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.84354, Y = 0.081122, Z = -0.85974	
主轴转速: 6968	t = 175.5 s, 稳定, fc = NaN Hz, Xf = 0.1058, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.051844, Y = -0.14922, Z = 0.10785	
主轴转速: 7012	t = 175.6 s, 颤振, fc = 360.00 Hz, Xf = 0.1712, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.73474, Y = 1.11, Z = -1.1435	
主轴转速: 7012	t = 175.7 s, 颤振, fc = 360.00 Hz, Xf = 0.2056, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.3953, Y = -0.13813, Z = -0.69502	
主轴转速: 6942	t = 175.8 s, 颤振, fc = 360.00 Hz, Xf = 0.2672, n_new = 7200.00 rpm, pass = 0.0007 s	
	采集数据: X = -0.47123, Y = 0.49186, Z = -0.10598	
主轴转速: 6942	t = 175.9 s, 颤振, fc = 360.00 Hz, Xf = 0.2621, n_new = 7200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.41612, Y = 0.097384, Z = 0.65271	
主轴转速: 6926	t = 176.0 s, 颤振, fc = 360.00 Hz, Xf = 0.1856, n_new = 7200.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.63738, Y = 0.022411, Z = 0.44844	
主轴转速: 6926	t = 176.1 s, 稳定, fc = NaN Hz, Xf = 0.1306, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14488, Y = 0.46311, Z = -0.84036	
主轴转速: 7043	t = 176.2 s, 稳定, fc = NaN Hz, Xf = 0.1228, n_new = NaN rpm, pass = 0.0064 s	
