开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.072241, Y = 0.074057, Z = -0.0046413	
主轴转速: 9949	t = 382.6 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.075529, Y = -0.067301, Z = 0.22869	
主轴转速: 9949	t = 382.7 s, 稳定, fc = NaN Hz, Xf = 0.0801, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.05501, Y = -0.032647, Z = -0.028225	
主轴转速: 9956	t = 382.8 s, 稳定, fc = NaN Hz, Xf = 0.0820, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.090446, Y = 0.089223, Z = 0.10913	
主轴转速: 9956	t = 382.9 s, 稳定, fc = NaN Hz, Xf = 0.0814, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1067, Y = -0.048543, Z = -0.03633	
主轴转速: 9966	t = 383.0 s, 稳定, fc = NaN Hz, Xf = 0.0795, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.16558, Y = 0.2575, Z = -0.20927	
主轴转速: 9966	t = 383.1 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.085636, Y = 0.098236, Z = 0.23729	
主轴转速: 9942	t = 383.2 s, 稳定, fc = NaN Hz, Xf = 0.0826, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.13434, Y = -0.12358, Z = 0.22577	
主轴转速: 9942	t = 383.3 s, 稳定, fc = NaN Hz, Xf = 0.0816, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.099335, Y = -0.09751, Z = -0.1289	
主轴转速: 10005	t = 383.4 s, 稳定, fc = NaN Hz, Xf = 0.0816, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.0078237, Y = 0.083802, Z = 0.073787	
主轴转速: 10005	t = 383.5 s, 稳定, fc = NaN Hz, Xf = 0.0476, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.16241, Y = -0.060967, Z = -0.034501	
主轴转速: 9970	t = 383.6 s, 稳定, fc = NaN Hz, Xf = 0.0459, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.17301, Y = 0.15518, Z = -0.086421	
主轴转速: 9991	t = 383.7 s, 稳定, fc = NaN Hz, Xf = 0.0806, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.070597, Y = -0.02278, Z = 0.27946	
主轴转速: 9991	t = 383.8 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.29563, Y = 0.034774, Z = -0.016342	
主轴转速: 9919	t = 383.9 s, 稳定, fc = NaN Hz, Xf = 0.0788, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.047217, Y = -0.045619, Z = -0.37436	
主轴转速: 9919	t = 384.0 s, 稳定, fc = NaN Hz, Xf = 0.0811, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.030473, Y = 0.098419, Z = 0.13607	
主轴转速: 9940	t = 384.1 s, 稳定, fc = NaN Hz, Xf = 0.0812, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.067736, Y = -0.10384, Z = 0.014981	
主轴转速: 9940	t = 384.2 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.073824, Y = 0.10433, Z = -0.1576	
主轴转速: 9928	t = 384.3 s, 稳定, fc = NaN Hz, Xf = 0.0794, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.0502, Y = -0.085634, Z = 0.21328	
主轴转速: 9928	t = 384.4 s, 稳定, fc = NaN Hz, Xf = 0.0767, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14025, Y = 0.011022, Z = -0.237	
主轴转速: 9938	t = 384.5 s, 稳定, fc = NaN Hz, Xf = 0.0794, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0049012, Y = 0.087091, Z = -0.20629	
主轴转速: 9938	t = 384.6 s, 稳定, fc = NaN Hz, Xf = 0.0784, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0095897, Y = -0.029723, Z = 0.059893	
主轴转速: 10031	t = 384.7 s, 稳定, fc = NaN Hz, Xf = 0.0793, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1159, Y = -0.07059, Z = 0.091825	
主轴转速: 10031	t = 384.8 s, 稳定, fc = NaN Hz, Xf = 0.0817, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.054341, Y = 0.10341, Z = -0.05845	
主轴转速: 9930	t = 384.9 s, 稳定, fc = NaN Hz, Xf = 0.0476, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0086155, Y = 0.068393, Z = 0.26184	
主轴转速: 10036	t = 385.0 s, 稳定, fc = NaN Hz, Xf = 0.0479, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.076077, Y = 0.093425, Z = -0.23292	
主轴转速: 10036	t = 385.1 s, 稳定, fc = NaN Hz, Xf = 0.0791, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.00015236, Y = 0.044519, Z = -0.17362	
主轴转速: 9952	t = 385.2 s, 稳定, fc = NaN Hz, Xf = 0.0794, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.077355, Y = -0.07461, Z = 0.11669	
主轴转速: 9952	t = 385.3 s, 稳定, fc = NaN Hz, Xf = 0.0799, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.045025, Y = -0.17437, Z = -0.15473	
主轴转速: 9973	t = 385.4 s, 稳定, fc = NaN Hz, Xf = 0.0784, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.032483, Y = 0.12205, Z = 0.12266	
主轴转速: 9973	t = 385.5 s, 稳定, fc = NaN Hz, Xf = 0.0814, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10603, Y = -0.027044, Z = 0.092008	
主轴转速: 10057	t = 385.6 s, 稳定, fc = NaN Hz, Xf = 0.0817, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.11504, Y = 0.11596, Z = -0.2189	
主轴转速: 10057	t = 385.7 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.038023, Y = 0.16176, Z = 0.080978	
主轴转速: 10050	t = 385.8 s, 稳定, fc = NaN Hz, Xf = 0.0806, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.073946, Y = -0.033865, Z = 0.28646	
主轴转速: 10050	t = 385.9 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.061647, Y = -0.10695, Z = 0.022233	
主轴转速: 9926	t = 386.0 s, 稳定, fc = NaN Hz, Xf = 0.0800, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.018662, Y = 0.11882, Z = 0.15484	
主轴转速: 9926	t = 386.1 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.00082181, Y = -0.0073107, Z = 0.062331	
主轴转速: 9940	t = 386.2 s, 稳定, fc = NaN Hz, Xf = 0.0815, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.05154, Y = 0.15804, Z = -0.28252	
主轴转速: 9945	t = 386.3 s, 稳定, fc = NaN Hz, Xf = 0.0825, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.067918, Y = 0.088918, Z = 0.039174	
主轴转速: 9945	t = 386.4 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.037171, Y = -0.043792, Z = 0.25502	
主轴转速: 9994	t = 386.5 s, 稳定, fc = NaN Hz, Xf = 0.0795, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.064569, Y = -0.048238, Z = -0.042302	
主轴转速: 9994	t = 386.6 s, 稳定, fc = NaN Hz, Xf = 0.0805, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.092029, Y = 0.12528, Z = 0.10426	
主轴转速: 9987	t = 386.7 s, 稳定, fc = NaN Hz, Xf = 0.0819, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.044416, Y = 0.0060883, Z = 0.0044995	
主轴转速: 9987	t = 386.8 s, 稳定, fc = NaN Hz, Xf = 0.0819, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24193, Y = 0.1458, Z = -0.20751	
主轴转速: 9942	t = 386.9 s, 稳定, fc = NaN Hz, Xf = 0.0789, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.086428, Y = 0.12662, Z = 0.20462	
主轴转速: 9942	t = 387.0 s, 稳定, fc = NaN Hz, Xf = 0.0806, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12028, Y = -0.0349, Z = 0.27007	
主轴转速: 9987	t = 387.1 s, 稳定, fc = NaN Hz, Xf = 0.0822, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.060064, Y = -0.037641, Z = 0.07074	
主轴转速: 9987	t = 387.2 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.010199, Y = 0.18825, Z = 0.033445	
主轴转速: 9975	t = 387.3 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.037719, Y = -0.024059, Z = 0.097675	
主轴转速: 9975	t = 387.4 s, 稳定, fc = NaN Hz, Xf = 0.0800, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050018, Y = 0.15415, Z = -0.16138	
主轴转速: 9947	t = 387.5 s, 稳定, fc = NaN Hz, Xf = 0.0821, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10007, Y = 0.0064537, Z = -0.15565	
主轴转速: 9959	t = 387.6 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.25325, Y = -0.057191, Z = 0.25618	
