开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.021219, Y = 0.07156, Z = 0.1992	
主轴转速: 3996	t = 212.8 s, 稳定, fc = NaN Hz, Xf = 0.0531, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.01446, Y = 0.14696, Z = -0.23651	
主轴转速: 3982	t = 212.9 s, 稳定, fc = NaN Hz, Xf = 0.0536, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.021645, Y = -0.028018, Z = 0.19658	
主轴转速: 3982	t = 213.0 s, 稳定, fc = NaN Hz, Xf = 0.0537, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.18464, Y = -0.022293, Z = 0.13131	
主轴转速: 4010	t = 213.1 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19389, Y = 0.080331, Z = -0.15364	
主轴转速: 4010	t = 213.2 s, 稳定, fc = NaN Hz, Xf = 0.0521, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.062256, Y = -0.022537, Z = 0.11888	
主轴转速: 4024	t = 213.3 s, 稳定, fc = NaN Hz, Xf = 0.0531, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.051723, Y = 0.01699, Z = 0.06879	
主轴转速: 4024	t = 213.4 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12619, Y = -0.060358, Z = 0.036492	
主轴转速: 3989	t = 213.5 s, 稳定, fc = NaN Hz, Xf = 0.0533, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.076016, Y = 0.11322, Z = 0.19189	
主轴转速: 3989	t = 213.6 s, 稳定, fc = NaN Hz, Xf = 0.0524, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.017809, Y = -0.01468, Z = -0.26156	
主轴转速: 3973	t = 213.7 s, 稳定, fc = NaN Hz, Xf = 0.0540, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.03985, Y = 0.10865, Z = -0.02146	
主轴转速: 3973	t = 213.8 s, 稳定, fc = NaN Hz, Xf = 0.0535, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.18348, Y = 0.085568, Z = 0.01815	
主轴转速: 3982	t = 213.9 s, 稳定, fc = NaN Hz, Xf = 0.0529, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.22129, Y = -0.010843, Z = -0.13682	
主轴转速: 3982	t = 214.0 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0071542, Y = -0.0028038, Z = 0.062757	
主轴转速: 4024	t = 214.1 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.025359, Y = 0.05804, Z = -0.094222	
主轴转速: 4015	t = 214.2 s, 稳定, fc = NaN Hz, Xf = 0.0521, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.075894, Y = -0.11889, Z = 0.14978	
主轴转速: 4015	t = 214.3 s, 稳定, fc = NaN Hz, Xf = 0.0531, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11273, Y = 0.10987, Z = 0.050447	
主轴转速: 3982	t = 214.4 s, 稳定, fc = NaN Hz, Xf = 0.0525, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.016104, Y = 0.0027994, Z = 0.054408	
主轴转速: 3982	t = 214.5 s, 稳定, fc = NaN Hz, Xf = 0.0527, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.065848, Y = 0.16267, Z = -0.057293	
主轴转速: 4015	t = 214.6 s, 稳定, fc = NaN Hz, Xf = 0.0527, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.19401, Y = 0.069672, Z = -0.013234	
主轴转速: 4015	t = 214.7 s, 稳定, fc = NaN Hz, Xf = 0.0531, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.1495, Y = -0.19898, Z = 0.35002	
主轴转速: 4017	t = 214.8 s, 稳定, fc = NaN Hz, Xf = 0.0769, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28784, Y = -0.21286, Z = 0.40828	
主轴转速: 4017	t = 214.9 s, 稳定, fc = NaN Hz, Xf = 0.1199, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.077477, Y = 0.037089, Z = -0.17222	
主轴转速: 3940	t = 215.0 s, 稳定, fc = NaN Hz, Xf = 0.0733, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22086, Y = 0.30099, Z = -0.14517	
主轴转速: 3940	t = 215.1 s, 稳定, fc = NaN Hz, Xf = 0.0642, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.38538, Y = 0.41001, Z = -0.31348	
主轴转速: 3966	t = 215.2 s, 颤振, fc = 400.00 Hz, Xf = 0.1584, n_new = 4000.00 rpm, pass = 0.0042 s	
	采集数据: X = -0.27779, Y = -0.10305, Z = 0.06684	
