开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.028281, Y = -0.056704, Z = -0.035964	
主轴转速: 4976	t = 18.2 s, 稳定, fc = NaN Hz, Xf = 0.0763, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.041311, Y = 0.11078, Z = -0.21537	
主轴转速: 5016	t = 18.3 s, 稳定, fc = NaN Hz, Xf = 0.0759, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0044144, Y = -0.17955, Z = 0.0054745	
主轴转速: 5016	t = 18.4 s, 稳定, fc = NaN Hz, Xf = 0.0784, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.074007, Y = 0.07223, Z = -0.068932	
主轴转速: 4969	t = 18.5 s, 稳定, fc = NaN Hz, Xf = 0.0780, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.040459, Y = -0.0020729, Z = 0.051422	
主轴转速: 4966	t = 18.6 s, 稳定, fc = NaN Hz, Xf = 0.0776, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.02408, Y = -0.039894, Z = 0.09085	
主轴转速: 4966	t = 18.7 s, 稳定, fc = NaN Hz, Xf = 0.0759, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0068498, Y = -0.098667, Z = 0.11596	
主轴转速: 5004	t = 18.8 s, 稳定, fc = NaN Hz, Xf = 0.0756, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.074067, Y = 0.060537, Z = 0.15575	
主轴转速: 5004	t = 18.9 s, 稳定, fc = NaN Hz, Xf = 0.0378, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.14074, Y = -0.043488, Z = -0.28539	
主轴转速: 4964	t = 19.0 s, 稳定, fc = NaN Hz, Xf = 0.0403, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.065787, Y = 0.029902, Z = -0.01299	
主轴转速: 4964	t = 19.1 s, 稳定, fc = NaN Hz, Xf = 0.0782, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.037414, Y = 0.15798, Z = -0.13633	
主轴转速: 5002	t = 19.2 s, 稳定, fc = NaN Hz, Xf = 0.0765, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10049, Y = 0.16359, Z = -0.089164	
主轴转速: 5002	t = 19.3 s, 稳定, fc = NaN Hz, Xf = 0.0770, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.1559, Y = 0.042144, Z = -0.18057	
主轴转速: 5027	t = 19.4 s, 稳定, fc = NaN Hz, Xf = 0.0527, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.050444, Y = -0.099154, Z = 0.21803	
主轴转速: 5027	t = 19.5 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.014521, Y = 0.16133, Z = -0.12195	
主轴转速: 4997	t = 19.6 s, 稳定, fc = NaN Hz, Xf = 0.0799, n_new = NaN rpm, pass = 0.0002 s	
