开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.060429, Y = -0.02004, Z = -0.1083	
主轴转速: 5977	t = 92.3 s, 稳定, fc = NaN Hz, Xf = 0.0844, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11103, Y = -0.014558, Z = 0.061173	
主轴转速: 5977	t = 92.4 s, 稳定, fc = NaN Hz, Xf = 0.0908, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.28504, Y = 0.022837, Z = 0.026011	
主轴转速: 5977	t = 92.5 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.044477, Y = 0.18984, Z = -0.20068	
主轴转速: 5962	t = 92.6 s, 稳定, fc = NaN Hz, Xf = 0.0878, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.095317, Y = -0.17699, Z = 0.18646	
主轴转速: 5962	t = 92.7 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12485, Y = 0.1522, Z = -0.1512	
主轴转速: 6002	t = 92.8 s, 稳定, fc = NaN Hz, Xf = 0.0482, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.083505, Y = 0.057918, Z = 0.010959	
主轴转速: 6002	t = 92.9 s, 稳定, fc = NaN Hz, Xf = 0.0499, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.017687, Y = 0.10518, Z = -0.31866	
主轴转速: 5984	t = 93.0 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17051, Y = -0.076376, Z = 0.18189	
主轴转速: 5984	t = 93.1 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.031874, Y = 0.013397, Z = 0.14387	
主轴转速: 5967	t = 93.2 s, 稳定, fc = NaN Hz, Xf = 0.0927, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10457, Y = 0.2103, Z = 0.29609	
主轴转速: 5967	t = 93.3 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16643, Y = 0.018695, Z = -0.1604	
主轴转速: 6030	t = 93.4 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.098909, Y = -0.055669, Z = -0.0071398	
主轴转速: 6030	t = 93.5 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.047156, Y = -0.013097, Z = -0.080693	
主轴转速: 5955	t = 93.6 s, 稳定, fc = NaN Hz, Xf = 0.0856, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.085027, Y = -0.0023774, Z = 0.045938	
主轴转速: 5970	t = 93.7 s, 稳定, fc = NaN Hz, Xf = 0.0906, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15632, Y = -0.11103, Z = -0.030723	
主轴转速: 5970	t = 93.8 s, 稳定, fc = NaN Hz, Xf = 0.0865, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.60128, Y = 0.11986, Z = -0.23359	
主轴转速: 6026	t = 93.9 s, 颤振, fc = 1520.00 Hz, Xf = 0.1629, n_new = 6080.00 rpm, pass = 0.0022 s	
	采集数据: X = -0.31225, Y = 0.042631, Z = -0.12134	
主轴转速: 6026	t = 94.0 s, 颤振, fc = 1520.00 Hz, Xf = 0.1540, n_new = 6080.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.78071, Y = 0.38656, Z = 0.26099	
主轴转速: 5991	t = 94.1 s, 颤振, fc = 310.00 Hz, Xf = 0.1842, n_new = 6200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.14543, Y = 0.12893, Z = 0.24411	
主轴转速: 5991	t = 94.2 s, 颤振, fc = 310.00 Hz, Xf = 0.2017, n_new = 6200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.50928, Y = -0.43443, Z = 0.24173	
主轴转速: 6030	t = 94.3 s, 颤振, fc = 310.00 Hz, Xf = 0.1875, n_new = 6200.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.013973, Y = -0.024425, Z = -0.30934	
主轴转速: 6030	t = 94.4 s, 颤振, fc = 310.00 Hz, Xf = 0.1519, n_new = 6200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.74698, Y = 0.67068, Z = -0.20665	
主轴转速: 6028	t = 94.5 s, 稳定, fc = NaN Hz, Xf = 0.0850, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.38672, Y = -0.12163, Z = 0.29737	
主轴转速: 6028	t = 94.6 s, 稳定, fc = NaN Hz, Xf = 0.1012, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.47244, Y = 0.13655, Z = -0.25035	
主轴转速: 5955	t = 94.7 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22902, Y = -0.12059, Z = 0.0089481	
主轴转速: 5955	t = 94.8 s, 稳定, fc = NaN Hz, Xf = 0.0912, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.010503, Y = 0.084228, Z = 0.28659	
主轴转速: 5960	t = 94.9 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.2938, Y = 0.013153, Z = 0.48994	
主轴转速: 6033	t = 95.0 s, 稳定, fc = NaN Hz, Xf = 0.0939, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0053274, Y = 0.29697, Z = -0.459	
主轴转速: 6033	t = 95.1 s, 稳定, fc = NaN Hz, Xf = 0.0935, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.39274, Y = 0.013458, Z = -0.11616	
主轴转速: 5986	t = 95.2 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.4115, Y = -0.083319, Z = -0.46485	
主轴转速: 5986	t = 95.3 s, 稳定, fc = NaN Hz, Xf = 0.0960, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13641, Y = 0.241, Z = 0.083781	
