开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.11188, Y = -0.030272, Z = -0.066677	
主轴转速: 9926	t = 115.8 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.26038, Y = 0.24483, Z = -0.20147	
主轴转速: 10050	t = 115.9 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.034127, Y = -0.054694, Z = 0.088778	
主轴转速: 10050	t = 116.0 s, 稳定, fc = NaN Hz, Xf = 0.0834, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.23176, Y = -0.12023, Z = 0.09798	
主轴转速: 10036	t = 116.1 s, 稳定, fc = NaN Hz, Xf = 0.0836, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.031204, Y = 0.039098, Z = -0.18898	
主轴转速: 10036	t = 116.2 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20095, Y = -0.073879, Z = 0.061965	
主轴转速: 9933	t = 116.3 s, 稳定, fc = NaN Hz, Xf = 0.0864, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11894, Y = 0.001825, Z = -0.052478	
主轴转速: 9933	t = 116.4 s, 稳定, fc = NaN Hz, Xf = 0.0854, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.21812, Y = 0.23558, Z = -0.10818	
主轴转速: 9891	t = 116.5 s, 稳定, fc = NaN Hz, Xf = 0.0854, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14104, Y = 0.0045048, Z = 0.173	
主轴转速: 9891	t = 116.6 s, 稳定, fc = NaN Hz, Xf = 0.0843, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.25959, Y = -0.10817, Z = 0.28884	
主轴转速: 9940	t = 116.7 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.084114, Y = 0.0049311, Z = -0.24316	
主轴转速: 9940	t = 116.8 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.14415, Y = 0.094887, Z = 0.035335	
主轴转速: 9970	t = 116.9 s, 稳定, fc = NaN Hz, Xf = 0.0863, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.057994, Y = -0.059445, Z = -0.070821	
主轴转速: 9970	t = 117.0 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12022, Y = 0.22821, Z = -0.14785	
主轴转速: 9968	t = 117.1 s, 稳定, fc = NaN Hz, Xf = 0.0840, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10731, Y = -0.03015, Z = 0.10602	
主轴转速: 9923	t = 117.2 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.14597, Y = -0.063708, Z = 0.041672	
主轴转速: 9923	t = 117.3 s, 稳定, fc = NaN Hz, Xf = 0.0852, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.088315, Y = 0.050853, Z = -0.30019	
主轴转速: 10055	t = 117.4 s, 稳定, fc = NaN Hz, Xf = 0.0855, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13684, Y = 0.0077936, Z = 0.10383	
主轴转速: 10055	t = 117.5 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10116, Y = -0.11609, Z = -0.22628	
主轴转速: 9945	t = 117.6 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14634, Y = 0.26542, Z = 0.093592	
主轴转速: 9945	t = 117.7 s, 稳定, fc = NaN Hz, Xf = 0.0841, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.069014, Y = -0.06718, Z = 0.1967	
主轴转速: 9975	t = 117.8 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19894, Y = -0.099824, Z = -0.027006	
主轴转速: 9975	t = 117.9 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10104, Y = 0.048356, Z = -0.29952	
主轴转速: 10059	t = 118.0 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.17386, Y = -0.057557, Z = 0.14624	
主轴转速: 10059	t = 118.1 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 1.0879, Y = 0.24087, Z = -1.1757	
主轴转速: 9968	t = 118.2 s, 颤振, fc = 1500.00 Hz, Xf = 0.1672, n_new = 11250.00 rpm, pass = 0.0024 s	
	采集数据: X = -0.33807, Y = -0.20574, Z = 0.28421	
主轴转速: 9968	t = 118.3 s, 稳定, fc = NaN Hz, Xf = 0.0912, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.4023, Y = -0.021319, Z = 0.088412	
主轴转速: 9984	t = 118.4 s, 颤振, fc = 1840.00 Hz, Xf = 0.1850, n_new = 10036.36 rpm, pass = 0.0003 s	
	采集数据: X = -0.40291, Y = -0.27943, Z = 0.28969	
主轴转速: 9984	t = 118.5 s, 颤振, fc = 1680.00 Hz, Xf = 0.2902, n_new = 10080.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.34373, Y = 1.0212, Z = -0.49666	
主轴转速: 9940	t = 118.6 s, 颤振, fc = 1010.00 Hz, Xf = 0.1794, n_new = 10100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.017626, Y = -0.25489, Z = 1.3825	
主轴转速: 10048	t = 118.7 s, 颤振, fc = 1510.00 Hz, Xf = 0.2766, n_new = 10066.67 rpm, pass = 0.0005 s	
	采集数据: X = -0.22506, Y = -0.42883, Z = -0.012137	
主轴转速: 10048	t = 118.8 s, 颤振, fc = 1510.00 Hz, Xf = 0.2299, n_new = 10066.67 rpm, pass = 0.0006 s	
	采集数据: X = -0.57035, Y = 0.10177, Z = -0.22786	
主轴转速: 9938	t = 118.9 s, 颤振, fc = 1510.00 Hz, Xf = 0.2383, n_new = 10066.67 rpm, pass = 0.0003 s	
	采集数据: X = -0.10768, Y = 0.0098643, Z = -0.64438	
主轴转速: 9938	t = 119.0 s, 稳定, fc = NaN Hz, Xf = 0.0853, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = 0.65681, Y = 0.087944, Z = -0.67442	
主轴转速: 9954	t = 119.1 s, 稳定, fc = NaN Hz, Xf = 0.0942, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1302, Y = 0.43967, Z = -0.1682	
主轴转速: 9954	t = 119.2 s, 颤振, fc = 1510.00 Hz, Xf = 0.2158, n_new = 10066.67 rpm, pass = 0.0004 s	
	采集数据: X = -0.083505, Y = 0.51793, Z = -0.040534	
主轴转速: 10001	t = 119.3 s, 颤振, fc = 1510.00 Hz, Xf = 0.2414, n_new = 10066.67 rpm, pass = 0.0005 s	
	采集数据: X = -0.30549, Y = 0.10829, Z = -0.64621	
主轴转速: 10001	t = 119.4 s, 颤振, fc = 1510.00 Hz, Xf = 0.2207, n_new = 10066.67 rpm, pass = 0.0006 s	
	采集数据: X = -0.74679, Y = -0.86509, Z = 0.11931	
主轴转速: 9923	t = 119.5 s, 颤振, fc = 1510.00 Hz, Xf = 0.1981, n_new = 10066.67 rpm, pass = 0.0003 s	
	采集数据: X = 0.29977, Y = -0.083015, Z = 0.53272	
主轴转速: 9923	t = 119.6 s, 颤振, fc = 1510.00 Hz, Xf = 0.2166, n_new = 10066.67 rpm, pass = 0.0006 s	
	采集数据: X = 0.45607, Y = 0.17345, Z = 0.082318	
