开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.1109, Y = -0.079543, Z = 0.13521	
主轴转速: 4976	t = 52.0 s, 稳定, fc = NaN Hz, Xf = 0.0787, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.050992, Y = 0.12187, Z = -0.14943	
主轴转速: 4999	t = 52.1 s, 稳定, fc = NaN Hz, Xf = 0.0785, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11072, Y = -0.051405, Z = -0.12006	
主轴转速: 4966	t = 52.2 s, 稳定, fc = NaN Hz, Xf = 0.0795, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.02682, Y = 0.039768, Z = -0.039255	
主轴转速: 4966	t = 52.3 s, 稳定, fc = NaN Hz, Xf = 0.0779, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.042468, Y = -0.045254, Z = 0.29158	
主轴转速: 4962	t = 52.4 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.039119, Y = 0.13715, Z = -0.12944	
主轴转速: 4962	t = 52.5 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.093673, Y = -0.071017, Z = 0.15252	
主轴转速: 4992	t = 52.6 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.064447, Y = 0.017295, Z = 0.060259	
主轴转速: 4992	t = 52.7 s, 稳定, fc = NaN Hz, Xf = 0.0803, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.085149, Y = 0.017295, Z = -0.17137	
主轴转速: 4978	t = 52.8 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.031386, Y = 0.14044, Z = -0.06619	
主轴转速: 4978	t = 52.9 s, 稳定, fc = NaN Hz, Xf = 0.0791, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15992, Y = -0.017543, Z = -0.059669	
主轴转速: 4971	t = 53.0 s, 稳定, fc = NaN Hz, Xf = 0.0793, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.083079, Y = 0.13898, Z = -0.1554	
主轴转速: 4971	t = 53.1 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.088497, Y = 0.061998, Z = 0.20999	
主轴转速: 4995	t = 53.2 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11462, Y = -0.006458, Z = 0.13381	
主轴转速: 4995	t = 53.3 s, 稳定, fc = NaN Hz, Xf = 0.0783, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.049043, Y = -0.030698, Z = -0.088615	
主轴转速: 5025	t = 53.4 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.17934, Y = -0.046777, Z = 0.12351	
主轴转速: 5025	t = 53.5 s, 稳定, fc = NaN Hz, Xf = 0.0815, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15541, Y = 0.00054598, Z = -0.10537	
主轴转速: 4966	t = 53.6 s, 稳定, fc = NaN Hz, Xf = 0.0799, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.085453, Y = 0.023081, Z = -0.16777	
主轴转速: 4990	t = 53.7 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.010564, Y = 0.099028, Z = -0.16759	
主轴转速: 4990	t = 53.8 s, 稳定, fc = NaN Hz, Xf = 0.0775, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.037414, Y = 0.082706, Z = 0.2393	
主轴转速: 5023	t = 53.9 s, 稳定, fc = NaN Hz, Xf = 0.0792, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.2851, Y = 0.085934, Z = -0.036573	
主轴转速: 5023	t = 54.0 s, 稳定, fc = NaN Hz, Xf = 0.0795, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.075651, Y = 0.0007896, Z = 0.14972	
主轴转速: 5030	t = 54.1 s, 稳定, fc = NaN Hz, Xf = 0.1234, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.35816, Y = -0.095074, Z = 0.90243	
主轴转速: 5030	t = 54.2 s, 稳定, fc = NaN Hz, Xf = 0.1004, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20138, Y = 0.057796, Z = -0.017987	
主轴转速: 4988	t = 54.3 s, 稳定, fc = NaN Hz, Xf = 0.1035, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.12016, Y = 0.2195, Z = -0.61629	
主轴转速: 4988	t = 54.4 s, 稳定, fc = NaN Hz, Xf = 0.0923, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.16101, Y = -0.12406, Z = 0.21705	
主轴转速: 4999	t = 54.5 s, 稳定, fc = NaN Hz, Xf = 0.0790, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19462, Y = 0.4675, Z = -0.3197	
主轴转速: 4999	t = 54.6 s, 稳定, fc = NaN Hz, Xf = 0.0784, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.099335, Y = 0.028136, Z = 0.081283	
主轴转速: 4980	t = 54.7 s, 稳定, fc = NaN Hz, Xf = 0.0972, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1008, Y = 0.31646, Z = -0.20745	
主轴转速: 4980	t = 54.8 s, 稳定, fc = NaN Hz, Xf = 0.0850, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.089411, Y = -0.17084, Z = 0.34021	
主轴转速: 5006	t = 54.9 s, 稳定, fc = NaN Hz, Xf = 0.0780, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.56395, Y = 0.15506, Z = 0.22077	
主轴转速: 4978	t = 55.0 s, 稳定, fc = NaN Hz, Xf = 0.0898, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0073369, Y = 0.13533, Z = -0.35803	
主轴转速: 4978	t = 55.1 s, 稳定, fc = NaN Hz, Xf = 0.0770, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.20363, Y = -0.0086506, Z = 0.078601	
主轴转速: 4980	t = 55.2 s, 稳定, fc = NaN Hz, Xf = 0.0915, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.07011, Y = 0.28893, Z = -0.35864	
主轴转速: 4980	t = 55.3 s, 稳定, fc = NaN Hz, Xf = 0.0913, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15742, Y = -0.068337, Z = 0.20999	
