开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.081983, Y = 0.086969, Z = 0.076651	
主轴转速: 8934	t = 180.6 s, 稳定, fc = NaN Hz, Xf = 0.0863, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15365, Y = 0.0062101, Z = 0.093531	
主轴转速: 8979	t = 180.7 s, 稳定, fc = NaN Hz, Xf = 0.0919, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.017018, Y = -0.027348, Z = -0.32542	
主轴转速: 8979	t = 180.8 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.02749, Y = -0.049944, Z = 0.18482	
主轴转速: 9040	t = 180.9 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.18403, Y = 0.14221, Z = 0.30018	
主轴转速: 9040	t = 181.0 s, 稳定, fc = NaN Hz, Xf = 0.0870, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.2247, Y = -0.064987, Z = 0.017845	
主轴转速: 8944	t = 181.1 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10067, Y = -0.019796, Z = 0.056968	
主轴转速: 8944	t = 181.2 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.035771, Y = 0.033069, Z = -0.19191	
主轴转速: 9052	t = 181.3 s, 稳定, fc = NaN Hz, Xf = 0.0885, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.09757, Y = -0.044584, Z = -0.14846	
主轴转速: 9052	t = 181.4 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.21155, Y = -0.027348, Z = 0.10133	
主轴转速: 8993	t = 181.5 s, 稳定, fc = NaN Hz, Xf = 0.0899, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.13946, Y = 0.074057, Z = 0.12498	
主轴转速: 9042	t = 181.6 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.12375, Y = 0.1427, Z = -0.078256	
主轴转速: 9042	t = 181.7 s, 稳定, fc = NaN Hz, Xf = 0.0886, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020001, Y = -0.08271, Z = 0.018028	
主轴转速: 8991	t = 181.8 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.028403, Y = -0.17175, Z = 0.22985	
主轴转速: 8991	t = 181.9 s, 稳定, fc = NaN Hz, Xf = 0.0887, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0039273, Y = 0.05402, Z = -0.20909	
主轴转速: 8958	t = 182.0 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.14317, Y = 0.14629, Z = -0.31768	
主轴转速: 8958	t = 182.1 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.14628, Y = -0.082893, Z = 0.2733	
主轴转速: 8948	t = 182.2 s, 稳定, fc = NaN Hz, Xf = 0.0887, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.034431, Y = 0.1768, Z = 0.16093	
主轴转速: 8948	t = 182.3 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.18464, Y = 0.021619, Z = -0.20653	
主轴转速: 8937	t = 182.4 s, 稳定, fc = NaN Hz, Xf = 0.0891, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0087373, Y = -0.070286, Z = 0.053068	
主轴转速: 8937	t = 182.5 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.027368, Y = 0.11212, Z = -0.016463	
主轴转速: 8991	t = 182.6 s, 稳定, fc = NaN Hz, Xf = 0.0886, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.18945, Y = -0.10409, Z = 0.047218	
主轴转速: 8991	t = 182.7 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15693, Y = 0.0030431, Z = -0.091114	
主轴转速: 8944	t = 182.8 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.041006, Y = 0.026491, Z = -0.039316	
主轴转速: 8944	t = 182.9 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.25752, Y = 0.20872, Z = 0.020953	
主轴转速: 8927	t = 183.0 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.013425, Y = 0.19313, Z = 0.02467	
主轴转速: 8927	t = 183.1 s, 稳定, fc = NaN Hz, Xf = 0.0903, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.55653, Y = -0.33157, Z = 0.66166	
主轴转速: 9033	t = 183.2 s, 颤振, fc = 1820.00 Hz, Xf = 0.1606, n_new = 9100.00 rpm, pass = 0.0024 s	
	采集数据: X = -0.032787, Y = 0.054142, Z = -0.34084	
主轴转速: 9023	t = 183.3 s, 颤振, fc = 1820.00 Hz, Xf = 0.1751, n_new = 9100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.53516, Y = -0.41281, Z = -0.062777	
主轴转速: 9023	t = 183.4 s, 颤振, fc = 610.00 Hz, Xf = 0.1650, n_new = 9150.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.026638, Y = 0.61769, Z = -0.49569	
主轴转速: 8974	t = 183.5 s, 稳定, fc = NaN Hz, Xf = 0.1171, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.43323, Y = -0.61172, Z = 0.60493	
主轴转速: 8974	t = 183.6 s, 稳定, fc = NaN Hz, Xf = 0.1093, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.4487, Y = -0.141, Z = 0.32662	
主轴转速: 9047	t = 183.7 s, 颤振, fc = 1660.00 Hz, Xf = 0.2589, n_new = 9054.55 rpm, pass = 0.0002 s	
	采集数据: X = 0.019758, Y = 0.079904, Z = -0.39684	
主轴转速: 9047	t = 183.8 s, 稳定, fc = NaN Hz, Xf = 0.1222, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19085, Y = 0.0028603, Z = 0.0032807	
主轴转速: 8934	t = 183.9 s, 稳定, fc = NaN Hz, Xf = 0.0938, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.29794, Y = 0.05, Z = 0.32126	
主轴转速: 8934	t = 184.0 s, 稳定, fc = NaN Hz, Xf = 0.0909, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20655, Y = 0.055238, Z = 0.012604	
主轴转速: 9009	t = 184.1 s, 稳定, fc = NaN Hz, Xf = 0.0895, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.40078, Y = -0.0037782, Z = 0.031191	
主轴转速: 9009	t = 184.2 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.37442, Y = -0.17017, Z = 0.065682	
主轴转速: 8993	t = 184.3 s, 稳定, fc = NaN Hz, Xf = 0.0907, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.031752, Y = 0.4041, Z = -0.33396	
主轴转速: 8993	t = 184.4 s, 稳定, fc = NaN Hz, Xf = 0.0893, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.071997, Y = -0.18241, Z = 0.38634	
