开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.067796, Y = 0.06949, Z = -0.14974	
主轴转速: 3982	t = 180.5 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0010 s	
	采集数据: X = 0.026211, Y = -0.075706, Z = 0.22345	
主轴转速: 3982	t = 180.6 s, 稳定, fc = NaN Hz, Xf = 0.0524, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.010929, Y = 0.059136, Z = -0.20123	
主轴转速: 3961	t = 180.7 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0072151, Y = 0.020401, Z = -0.0941	
主轴转速: 3961	t = 180.8 s, 稳定, fc = NaN Hz, Xf = 0.0522, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.084235, Y = -0.076863, Z = 0.17665	
主轴转速: 4024	t = 180.9 s, 稳定, fc = NaN Hz, Xf = 0.0510, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1053, Y = 0.057918, Z = -0.098183	
主轴转速: 4024	t = 181.0 s, 稳定, fc = NaN Hz, Xf = 0.0505, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.071388, Y = -0.031855, Z = -0.18063	
主轴转速: 4024	t = 181.1 s, 稳定, fc = NaN Hz, Xf = 0.0523, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.064387, Y = -0.012853, Z = 0.016931	
主轴转速: 4024	t = 181.2 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.023289, Y = -0.09952, Z = -0.30038	
主轴转速: 4022	t = 181.3 s, 稳定, fc = NaN Hz, Xf = 0.0527, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.025237, Y = 0.0090117, Z = 0.32388	
主轴转速: 4022	t = 181.4 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.012877, Y = 0.065896, Z = -0.10105	
主轴转速: 3977	t = 181.5 s, 稳定, fc = NaN Hz, Xf = 0.0522, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.083322, Y = 0.026796, Z = -0.018414	
主轴转速: 3977	t = 181.6 s, 稳定, fc = NaN Hz, Xf = 0.0522, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.2524, Y = 0.016442, Z = 0.16629	
主轴转速: 3989	t = 181.7 s, 稳定, fc = NaN Hz, Xf = 0.0505, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13453, Y = 0.098297, Z = -0.17984	
