开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.099335, Y = 0.050853, Z = -0.09739	
主轴转速: 7962	t = 105.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1888, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.26896, Y = 0.15061, Z = -0.27271	
主轴转速: 7992	t = 105.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1870, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.1945, Y = 0.27175, Z = 0.24149	
主轴转速: 7992	t = 105.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1825, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.10074, Y = 0.12656, Z = -0.027311	
主轴转速: 7969	t = 105.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1849, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.22793, Y = 0.033252, Z = 0.024427	
主轴转速: 7969	t = 105.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1832, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.017322, Y = 0.092207, Z = -0.17564	
主轴转速: 7969	t = 105.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1813, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.12917, Y = 0.099028, Z = 0.27592	
主轴转速: 7969	t = 105.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1815, n_new = 8100.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.15961, Y = 0.0023731, Z = 0.24149	
主轴转速: 7950	t = 105.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1809, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.015434, Y = 0.18868, Z = 0.11669	
主轴转速: 7950	t = 106.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1813, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.08661, Y = -0.1092, Z = -0.032125	
主轴转速: 7988	t = 106.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1807, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.33539, Y = 0.093547, Z = 0.24844	
主轴转速: 7988	t = 106.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1831, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.073094, Y = -0.1279, Z = 0.10566	
主轴转速: 7948	t = 106.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1832, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.023411, Y = 0.044093, Z = 0.064281	
主轴转速: 7948	t = 106.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1832, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.012086, Y = 0.023872, Z = 0.028692	
主轴转速: 7988	t = 106.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1844, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.33125, Y = -0.084294, Z = 0.246	
主轴转速: 7955	t = 106.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1827, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.23444, Y = -0.04495, Z = -0.10708	
主轴转速: 7955	t = 106.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1839, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.2538, Y = -0.041295, Z = -0.012502	
主轴转速: 7985	t = 106.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1863, n_new = 8100.00 rpm, pass = 0.0006 s	
	采集数据: X = -0.056532, Y = -0.099581, Z = 0.021258	
主轴转速: 7985	t = 106.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1870, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.32096, Y = -0.10604, Z = 0.19256	
主轴转速: 7976	t = 107.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1830, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.18805, Y = 0.015224, Z = -0.40836	
主轴转速: 7976	t = 107.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1805, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.26361, Y = 0.0035912, Z = -0.24072	
主轴转速: 7969	t = 107.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1841, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.11255, Y = -0.12059, Z = -0.071369	
主轴转速: 7969	t = 107.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1844, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.20509, Y = 0.058649, Z = 0.016626	
主轴转速: 8025	t = 107.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1849, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.23091, Y = -0.041356, Z = -0.37381	
主轴转速: 8025	t = 107.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1831, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.74606, Y = -0.31975, Z = -0.17161	
主轴转速: 8037	t = 107.6 s, 颤振, fc = 1620.00 Hz, Xf = 0.2520, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.32839, Y = -0.26421, Z = 0.38141	
主轴转速: 8037	t = 107.7 s, 颤振, fc = 1620.00 Hz, Xf = 0.2607, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.53808, Y = 1.0645, Z = -0.92927	
主轴转速: 7976	t = 107.8 s, 颤振, fc = 410.00 Hz, Xf = 0.2732, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.4104, Y = 0.52505, Z = -0.25321	
主轴转速: 7976	t = 107.9 s, 颤振, fc = 410.00 Hz, Xf = 0.2136, n_new = 8200.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.19413, Y = -0.42554, Z = 0.58415	
主轴转速: 7959	t = 108.0 s, 颤振, fc = 410.00 Hz, Xf = 0.1781, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.55086, Y = -0.028749, Z = -0.027128	
主轴转速: 7957	t = 108.1 s, 颤振, fc = 1610.00 Hz, Xf = 0.1910, n_new = 8050.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.009955, Y = 0.36268, Z = -0.14194	
主轴转速: 7957	t = 108.2 s, 稳定, fc = NaN Hz, Xf = 0.1495, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.23091, Y = -0.64888, Z = 0.88056	
主轴转速: 8041	t = 108.3 s, 稳定, fc = NaN Hz, Xf = 0.1323, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.18579, Y = -0.22096, Z = 0.48933	
主轴转速: 8041	t = 108.4 s, 稳定, fc = NaN Hz, Xf = 0.1370, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.37454, Y = 0.21194, Z = 0.15545	
主轴转速: 8034	t = 108.5 s, 稳定, fc = NaN Hz, Xf = 0.1467, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19724, Y = 0.012179, Z = 0.05843	
主轴转速: 8034	t = 108.6 s, 稳定, fc = NaN Hz, Xf = 0.1170, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.2468, Y = 0.008829, Z = -0.07076	
主轴转速: 7955	t = 108.7 s, 颤振, fc = 1750.00 Hz, Xf = 0.1537, n_new = 8076.92 rpm, pass = 0.0003 s	
	采集数据: X = -0.19377, Y = 0.0048702, Z = 0.15203	
主轴转速: 7955	t = 108.8 s, 稳定, fc = NaN Hz, Xf = 0.1022, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.46459, Y = 0.29867, Z = -0.1437	
主轴转速: 7938	t = 108.9 s, 稳定, fc = NaN Hz, Xf = 0.1329, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.34696, Y = 0.02503, Z = -0.2994	
主轴转速: 7938	t = 109.0 s, 稳定, fc = NaN Hz, Xf = 0.1247, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.099944, Y = 0.5158, Z = -0.046506	
主轴转速: 8002	t = 109.1 s, 稳定, fc = NaN Hz, Xf = 0.1452, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.12546, Y = -0.015959, Z = -0.076245	
主轴转速: 8002	t = 109.2 s, 稳定, fc = NaN Hz, Xf = 0.1324, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.072667, Y = -0.27937, Z = -0.16144	
主轴转速: 7957	t = 109.3 s, 稳定, fc = NaN Hz, Xf = 0.1323, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.45466, Y = 0.18484, Z = 0.019673	
主轴转速: 7957	t = 109.4 s, 稳定, fc = NaN Hz, Xf = 0.1411, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.21331, Y = 0.20378, Z = -0.13657	
主轴转速: 8004	t = 109.5 s, 稳定, fc = NaN Hz, Xf = 0.1281, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.24108, Y = -0.17364, Z = 0.21291	
主轴转速: 7955	t = 109.6 s, 稳定, fc = NaN Hz, Xf = 0.1493, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15316, Y = 0.53602, Z = -0.49715	
主轴转速: 7955	t = 109.7 s, 稳定, fc = NaN Hz, Xf = 0.1427, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.26878, Y = 0.34587, Z = -0.25717	
主轴转速: 7959	t = 109.8 s, 颤振, fc = 1750.00 Hz, Xf = 0.1522, n_new = 8076.92 rpm, pass = 0.0003 s	
	采集数据: X = 0.19152, Y = -0.33339, Z = -0.088493	
主轴转速: 7959	t = 109.9 s, 稳定, fc = NaN Hz, Xf = 0.1344, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.5371, Y = -0.067301, Z = -0.42859	
主轴转速: 7992	t = 110.0 s, 稳定, fc = NaN Hz, Xf = 0.1336, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.18153, Y = 0.015041, Z = -0.20531	
主轴转速: 7992	t = 110.1 s, 颤振, fc = 1750.00 Hz, Xf = 0.1512, n_new = 8076.92 rpm, pass = 0.0002 s	
	采集数据: X = 0.24327, Y = -0.05439, Z = 0.075737	
主轴转速: 7964	t = 110.2 s, 稳定, fc = NaN Hz, Xf = 0.1323, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.24863, Y = 0.50873, Z = -0.50903	
主轴转速: 7964	t = 110.3 s, 稳定, fc = NaN Hz, Xf = 0.1494, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.010259, Y = 0.16986, Z = -0.13791	
主轴转速: 7929	t = 110.4 s, 稳定, fc = NaN Hz, Xf = 0.1130, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.22494, Y = 0.081488, Z = 0.8131	
主轴转速: 7929	t = 110.5 s, 颤振, fc = 1750.00 Hz, Xf = 0.1604, n_new = 8076.92 rpm, pass = 0.0002 s	
	采集数据: X = -0.17916, Y = 0.78335, Z = -0.27856	
主轴转速: 8030	t = 110.6 s, 稳定, fc = NaN Hz, Xf = 0.1340, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.19961, Y = 0.21931, Z = -0.45084	
主轴转速: 8030	t = 110.7 s, 稳定, fc = NaN Hz, Xf = 0.1200, n_new = NaN rpm, pass = 0.0002 s	
