开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.027429, Y = -0.014985, Z = -0.12006	
主轴转速: 3982	t = 347.5 s, 稳定, fc = NaN Hz, Xf = 0.0510, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.022802, Y = 0.15506, Z = 0.030642	
主轴转速: 3982	t = 347.6 s, 稳定, fc = NaN Hz, Xf = 0.0524, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0011265, Y = -0.037397, Z = 0.13479	
主轴转速: 4017	t = 347.7 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10305, Y = -0.072966, Z = -0.034501	
主轴转速: 4017	t = 347.8 s, 稳定, fc = NaN Hz, Xf = 0.0520, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.017748, Y = 0.086238, Z = -0.073807	
主轴转速: 3991	t = 347.9 s, 稳定, fc = NaN Hz, Xf = 0.0529, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11517, Y = 0.037576, Z = -0.098426	
主轴转速: 3991	t = 348.0 s, 稳定, fc = NaN Hz, Xf = 0.0531, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.013425, Y = -0.076072, Z = 0.1095	
主轴转速: 4020	t = 348.1 s, 稳定, fc = NaN Hz, Xf = 0.0520, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.041554, Y = 0.10451, Z = -0.13536	
主轴转速: 4020	t = 348.2 s, 稳定, fc = NaN Hz, Xf = 0.0508, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.068344, Y = -0.050735, Z = 0.13924	
主轴转速: 3991	t = 348.3 s, 稳定, fc = NaN Hz, Xf = 0.0502, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0046579, Y = 0.075215, Z = -0.20988	
主轴转速: 3973	t = 348.4 s, 稳定, fc = NaN Hz, Xf = 0.0514, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.022619, Y = -0.060358, Z = 0.17958	
主轴转速: 3973	t = 348.5 s, 稳定, fc = NaN Hz, Xf = 0.0508, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.07078, Y = 0.043484, Z = 0.1201	
