开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.020975, Y = 0.15762, Z = 0.14058	
主轴转速: 7929	t = 203.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1656, n_new = 8100.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.078878, Y = 0.13039, Z = -0.022618	
主轴转速: 7978	t = 203.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1659, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.13069, Y = 0.0065146, Z = 0.14149	
主轴转速: 7978	t = 204.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1635, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.039789, Y = 0.052254, Z = 0.30932	
主轴转速: 7952	t = 204.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1661, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.14311, Y = -0.13034, Z = 0.23131	
主轴转速: 7952	t = 204.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1566, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.11395, Y = 0.11395, Z = -0.0078711	
主轴转速: 7934	t = 204.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1679, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.11255, Y = -0.10238, Z = 0.14758	
主轴转速: 7934	t = 204.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1643, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.37332, Y = 0.0041393, Z = 0.29993	
主轴转速: 7973	t = 204.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1670, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.11663, Y = -0.14648, Z = -0.13663	
主轴转速: 7973	t = 204.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1634, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.072302, Y = -0.075767, Z = 0.049046	
主轴转速: 8041	t = 204.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1648, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.15992, Y = -0.059749, Z = 0.035822	
主轴转速: 8041	t = 204.8 s, 稳定, fc = NaN Hz, Xf = 0.0964, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.2974, Y = -0.08405, Z = 0.23211	
主轴转速: 7973	t = 204.9 s, 稳定, fc = NaN Hz, Xf = 0.1068, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.070049, Y = -0.047264, Z = -0.29483	
主轴转速: 7973	t = 205.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1628, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.22677, Y = -0.044036, Z = -0.1459	
主轴转速: 8030	t = 205.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1636, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.018783, Y = -0.052745, Z = -0.061619	
主轴转速: 8030	t = 205.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1639, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.32534, Y = -0.050005, Z = 0.15855	
主轴转速: 7980	t = 205.3 s, 稳定, fc = NaN Hz, Xf = 0.0965, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.22488, Y = 0.0012159, Z = -0.32061	
主轴转速: 7988	t = 205.4 s, 稳定, fc = NaN Hz, Xf = 0.1051, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.1984, Y = 0.1567, Z = -0.27491	
主轴转速: 7988	t = 205.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1660, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.17696, Y = -0.076011, Z = -0.071308	
主轴转速: 7969	t = 205.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1635, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.00021324, Y = -0.053537, Z = 5.0971e-05	
主轴转速: 7969	t = 205.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1650, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.19505, Y = 0.11967, Z = -0.27265	
主轴转速: 7934	t = 205.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1641, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.21277, Y = 0.15323, Z = 0.20663	
