开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.23615, Y = 0.026065, Z = 0.018759	
主轴转速: 5025	t = 84.3 s, 稳定, fc = NaN Hz, Xf = 0.0776, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12077, Y = 0.064922, Z = -0.080327	
主轴转速: 5025	t = 84.4 s, 稳定, fc = NaN Hz, Xf = 0.0787, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.027246, Y = 0.092938, Z = -0.22512	
主轴转速: 4964	t = 84.5 s, 稳定, fc = NaN Hz, Xf = 0.0801, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.030413, Y = 0.08904, Z = -0.29105	
主轴转速: 4964	t = 84.6 s, 稳定, fc = NaN Hz, Xf = 0.0800, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.01854, Y = 0.084168, Z = 0.40865	
主轴转速: 5020	t = 84.7 s, 稳定, fc = NaN Hz, Xf = 0.0806, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13361, Y = 0.08904, Z = -0.18362	
主轴转速: 5020	t = 84.8 s, 稳定, fc = NaN Hz, Xf = 0.0803, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.058176, Y = -0.11816, Z = 0.12364	
主轴转速: 4971	t = 84.9 s, 稳定, fc = NaN Hz, Xf = 0.0820, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.020914, Y = -0.056704, Z = 0.21011	
主轴转速: 5006	t = 85.0 s, 稳定, fc = NaN Hz, Xf = 0.0822, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.056289, Y = -0.012731, Z = 0.13217	
主轴转速: 5006	t = 85.1 s, 稳定, fc = NaN Hz, Xf = 0.0493, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.073702, Y = 0.049269, Z = -0.30824	
主轴转速: 5032	t = 85.2 s, 稳定, fc = NaN Hz, Xf = 0.0511, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0030749, Y = -0.067301, Z = 0.071715	
主轴转速: 5032	t = 85.3 s, 稳定, fc = NaN Hz, Xf = 0.0802, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.083261, Y = 0.1723, Z = -0.13651	
主轴转速: 5027	t = 85.4 s, 稳定, fc = NaN Hz, Xf = 0.0788, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0042317, Y = 0.02643, Z = 0.041063	
主轴转速: 5027	t = 85.5 s, 稳定, fc = NaN Hz, Xf = 0.0812, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.01647, Y = 0.026613, Z = 0.061173	
主轴转速: 5023	t = 85.6 s, 稳定, fc = NaN Hz, Xf = 0.0794, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.039667, Y = -0.084842, Z = 0.12693	
主轴转速: 5023	t = 85.7 s, 稳定, fc = NaN Hz, Xf = 0.0814, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.051174, Y = 0.0050529, Z = 0.025219	
主轴转速: 5030	t = 85.8 s, 稳定, fc = NaN Hz, Xf = 0.0810, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1411, Y = 0.0095598, Z = -0.1331	
主轴转速: 5030	t = 85.9 s, 稳定, fc = NaN Hz, Xf = 0.0810, n_new = NaN rpm, pass = 0.0005 s	
