开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.031569, Y = 0.094521, Z = -0.024203	
主轴转速: 6021	t = 25.8 s, 稳定, fc = NaN Hz, Xf = 0.0805, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.089532, Y = 0.06346, Z = 0.075432	
主轴转速: 6021	t = 25.9 s, 稳定, fc = NaN Hz, Xf = 0.0823, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.096291, Y = 0.15482, Z = -0.25333	
主轴转速: 5962	t = 26.0 s, 稳定, fc = NaN Hz, Xf = 0.0844, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.17337, Y = -0.079178, Z = 0.14472	
主轴转速: 5962	t = 26.1 s, 稳定, fc = NaN Hz, Xf = 0.0821, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.067431, Y = 0.053472, Z = 0.062026	
主轴转速: 5981	t = 26.2 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0032572, Y = 0.059258, Z = 0.36946	
主轴转速: 5981	t = 26.3 s, 稳定, fc = NaN Hz, Xf = 0.0801, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.064082, Y = 0.060902, Z = -0.12116	
主轴转速: 6033	t = 26.4 s, 稳定, fc = NaN Hz, Xf = 0.0862, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0309, Y = -0.064013, Z = -0.020851	
主轴转速: 6033	t = 26.5 s, 稳定, fc = NaN Hz, Xf = 0.0813, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.024811, Y = -0.012731, Z = -0.33438	
主轴转速: 5932	t = 26.6 s, 稳定, fc = NaN Hz, Xf = 0.0827, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0045361, Y = -0.098911, Z = 0.16556	
主轴转速: 5991	t = 26.7 s, 稳定, fc = NaN Hz, Xf = 0.0858, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.29983, Y = 0.017295, Z = -0.15717	
主轴转速: 5991	t = 26.8 s, 稳定, fc = NaN Hz, Xf = 0.0809, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.062682, Y = 0.22674, Z = -0.22469	
主轴转速: 5958	t = 26.9 s, 稳定, fc = NaN Hz, Xf = 0.0864, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.20089, Y = -0.067301, Z = -0.030114	
主轴转速: 5958	t = 27.0 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.05294, Y = 0.037637, Z = 0.095847	
主轴转速: 5972	t = 27.1 s, 稳定, fc = NaN Hz, Xf = 0.0858, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.020854, Y = 0.094704, Z = 0.0073027	
主轴转速: 5972	t = 27.2 s, 稳定, fc = NaN Hz, Xf = 0.0864, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.14695, Y = 0.13764, Z = -0.086909	
主轴转速: 6000	t = 27.3 s, 稳定, fc = NaN Hz, Xf = 0.0814, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.1612, Y = -0.084355, Z = 0.055749	
主轴转速: 6000	t = 27.4 s, 稳定, fc = NaN Hz, Xf = 0.0549, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.050566, Y = 0.10098, Z = 0.049533	
主轴转速: 6033	t = 27.5 s, 稳定, fc = NaN Hz, Xf = 0.0544, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.063291, Y = 0.1458, Z = 0.38579	
主轴转速: 6033	t = 27.6 s, 稳定, fc = NaN Hz, Xf = 0.0862, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16193, Y = 0.034774, Z = -0.13273	
主轴转速: 5962	t = 27.7 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.051418, Y = -0.032769, Z = -0.0034835	
主轴转速: 5962	t = 27.8 s, 稳定, fc = NaN Hz, Xf = 0.0822, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.021767, Y = 0.050488, Z = -0.21348	
主轴转速: 5960	t = 27.9 s, 稳定, fc = NaN Hz, Xf = 0.0834, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.064691, Y = -0.026191, Z = 0.12491	
主轴转速: 6023	t = 28.0 s, 稳定, fc = NaN Hz, Xf = 0.0819, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.25983, Y = -0.038555, Z = -0.082217	
主轴转速: 6023	t = 28.1 s, 稳定, fc = NaN Hz, Xf = 0.0889, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0025875, Y = 0.16511, Z = -0.16899	
主轴转速: 5953	t = 28.2 s, 稳定, fc = NaN Hz, Xf = 0.0823, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.19584, Y = -0.18759, Z = 0.05776	
主轴转速: 5953	t = 28.3 s, 稳定, fc = NaN Hz, Xf = 0.0860, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12369, Y = -0.078691, Z = -0.31829	
主轴转速: 5955	t = 28.4 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1481, Y = -0.20829, Z = 0.17757	
主轴转速: 5955	t = 28.5 s, 颤振, fc = 1520.00 Hz, Xf = 0.2120, n_new = 6080.00 rpm, pass = 0.0032 s	
	采集数据: X = 0.15231, Y = 0.11505, Z = -0.10092	
主轴转速: 5937	t = 28.6 s, 颤振, fc = 1520.00 Hz, Xf = 0.1836, n_new = 6080.00 rpm, pass = 0.0004 s	
	采集数据: X = -1.5089, Y = -0.074793, Z = 0.51657	
主轴转速: 5937	t = 28.7 s, 稳定, fc = NaN Hz, Xf = 0.1357, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.097813, Y = -0.041965, Z = 0.29603	
主轴转速: 6026	t = 28.8 s, 稳定, fc = NaN Hz, Xf = 0.1252, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.018052, Y = -0.43315, Z = 0.307	
主轴转速: 6026	t = 28.9 s, 稳定, fc = NaN Hz, Xf = 0.0930, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.27109, Y = 0.12869, Z = 0.080612	
主轴转速: 5962	t = 29.0 s, 稳定, fc = NaN Hz, Xf = 0.0841, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.071328, Y = -0.017177, Z = 0.2176	
主轴转速: 5962	t = 29.1 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.044782, Y = 0.048904, Z = 0.12821	
主轴转速: 6016	t = 29.2 s, 稳定, fc = NaN Hz, Xf = 0.0827, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.25587, Y = -0.025704, Z = 0.52151	
主轴转速: 5965	t = 29.3 s, 稳定, fc = NaN Hz, Xf = 0.0855, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.16613, Y = 0.077164, Z = -0.015245	
主轴转速: 5965	t = 29.4 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.37746, Y = 0.49235, Z = -0.15528	
主轴转速: 5986	t = 29.5 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.028282, Y = 0.25013, Z = -0.66662	
主轴转速: 5986	t = 29.6 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.067127, Y = -0.077655, Z = 0.1613	
主轴转速: 5970	t = 29.7 s, 稳定, fc = NaN Hz, Xf = 0.0851, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1783, Y = 0.044032, Z = -0.073076	
主轴转速: 5970	t = 29.8 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.07011, Y = -0.13892, Z = -0.01104	
主轴转速: 5967	t = 29.9 s, 稳定, fc = NaN Hz, Xf = 0.0854, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.28942, Y = 0.30714, Z = -0.43048	
主轴转速: 5967	t = 30.0 s, 稳定, fc = NaN Hz, Xf = 0.0845, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.41411, Y = -0.14197, Z = -0.052478	
主轴转速: 5984	t = 30.1 s, 稳定, fc = NaN Hz, Xf = 0.0896, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.034857, Y = -0.21225, Z = 0.45715	
主轴转速: 5984	t = 30.2 s, 稳定, fc = NaN Hz, Xf = 0.0818, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.19194, Y = 0.1307, Z = 0.16325	
主轴转速: 5974	t = 30.3 s, 稳定, fc = NaN Hz, Xf = 0.0827, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1232, Y = -0.23607, Z = 0.24728	
主轴转速: 5974	t = 30.4 s, 稳定, fc = NaN Hz, Xf = 0.0861, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.03778, Y = 0.047381, Z = 0.16538	
主轴转速: 6002	t = 30.5 s, 稳定, fc = NaN Hz, Xf = 0.0826, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.072971, Y = 0.53967, Z = -0.044495	
主轴转速: 5984	t = 30.6 s, 稳定, fc = NaN Hz, Xf = 0.0882, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.035222, Y = 0.17248, Z = -0.18392	
主轴转速: 5984	t = 30.7 s, 稳定, fc = NaN Hz, Xf = 0.0806, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.28126, Y = -0.47091, Z = 0.061599	
主轴转速: 5970	t = 30.8 s, 稳定, fc = NaN Hz, Xf = 0.0866, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.038145, Y = 0.30951, Z = -0.44492	
主轴转速: 5970	t = 30.9 s, 稳定, fc = NaN Hz, Xf = 0.0619, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24954, Y = 0.014249, Z = 0.086645	
主轴转速: 5984	t = 31.0 s, 稳定, fc = NaN Hz, Xf = 0.0811, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.28699, Y = 0.21389, Z = -0.059913	
主轴转速: 5984	t = 31.1 s, 稳定, fc = NaN Hz, Xf = 0.0867, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13215, Y = 0.15646, Z = 0.040088	
主轴转速: 5962	t = 31.2 s, 稳定, fc = NaN Hz, Xf = 0.0855, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.021645, Y = 0.24374, Z = -0.1551	
主轴转速: 5962	t = 31.3 s, 稳定, fc = NaN Hz, Xf = 0.0821, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.35104, Y = -0.051101, Z = 0.25636	
主轴转速: 5958	t = 31.4 s, 稳定, fc = NaN Hz, Xf = 0.0894, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11565, Y = 0.13825, Z = 0.061965	
主轴转速: 5958	t = 31.5 s, 稳定, fc = NaN Hz, Xf = 0.0831, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.28138, Y = 0.29368, Z = 0.10956	
主轴转速: 6028	t = 31.6 s, 稳定, fc = NaN Hz, Xf = 0.0850, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26196, Y = 0.31895, Z = 0.025523	
主轴转速: 6019	t = 31.7 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12619, Y = -0.0053617, Z = 0.099747	
主轴转速: 6019	t = 31.8 s, 稳定, fc = NaN Hz, Xf = 0.0828, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.057202, Y = 0.18898, Z = 0.10182	
主轴转速: 6005	t = 31.9 s, 稳定, fc = NaN Hz, Xf = 0.0866, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.089594, Y = 0.21408, Z = -0.35736	
主轴转速: 6005	t = 32.0 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.22032, Y = -0.5049, Z = 0.23649	
主轴转速: 5960	t = 32.1 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
