开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.056046, Y = 0.045981, Z = 0.10237	
主轴转速: 3970	t = 114.1 s, 稳定, fc = NaN Hz, Xf = 0.0499, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.049043, Y = 0.064191, Z = -0.16796	
主轴转速: 3970	t = 114.2 s, 稳定, fc = NaN Hz, Xf = 0.0508, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.026881, Y = 0.0062101, Z = 0.19225	
主轴转速: 3970	t = 114.3 s, 稳定, fc = NaN Hz, Xf = 0.0491, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = 0.010868, Y = 0.10688, Z = -0.22408	
主轴转速: 3970	t = 114.4 s, 稳定, fc = NaN Hz, Xf = 0.0504, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.094525, Y = -0.0040827, Z = 0.14783	
主轴转速: 4020	t = 114.5 s, 稳定, fc = NaN Hz, Xf = 0.0502, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1, Y = -0.048299, Z = 0.10931	
主轴转速: 4020	t = 114.6 s, 稳定, fc = NaN Hz, Xf = 0.0495, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14129, Y = 0.097506, Z = -0.142	
主轴转速: 4017	t = 114.7 s, 稳定, fc = NaN Hz, Xf = 0.0492, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13136, Y = 0.018208, Z = 0.085853	
主轴转速: 4017	t = 114.8 s, 稳定, fc = NaN Hz, Xf = 0.0485, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.064691, Y = 0.076981, Z = 0.066596	
主轴转速: 3996	t = 114.9 s, 稳定, fc = NaN Hz, Xf = 0.0490, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.12375, Y = -0.049091, Z = -0.03444	
主轴转速: 3994	t = 115.0 s, 稳定, fc = NaN Hz, Xf = 0.0500, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.011721, Y = 0.066384, Z = 0.19103	
主轴转速: 3994	t = 115.1 s, 稳定, fc = NaN Hz, Xf = 0.0491, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0056321, Y = 0.02442, Z = -0.30952	
主轴转速: 3973	t = 115.2 s, 稳定, fc = NaN Hz, Xf = 0.0498, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.038084, Y = 0.054873, Z = 0.066779	
主轴转速: 3973	t = 115.3 s, 稳定, fc = NaN Hz, Xf = 0.0495, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.22616, Y = 0.0008505, Z = 0.048619	
主轴转速: 3975	t = 115.4 s, 稳定, fc = NaN Hz, Xf = 0.0503, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19955, Y = 0.0060274, Z = -0.12518	
主轴转速: 3975	t = 115.5 s, 稳定, fc = NaN Hz, Xf = 0.0483, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.02134, Y = 0.030633, Z = 0.15886	
