开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.035101, Y = 0.075702, Z = -0.18039	
主轴转速: 9968	t = 279.8 s, 稳定, fc = NaN Hz, Xf = 0.0824, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.050139, Y = 0.024481, Z = 0.28975	
主轴转速: 10029	t = 279.9 s, 稳定, fc = NaN Hz, Xf = 0.0835, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.063473, Y = -0.1896, Z = 0.10901	
主轴转速: 10029	t = 280.0 s, 稳定, fc = NaN Hz, Xf = 0.0433, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.035405, Y = 0.062364, Z = 0.070862	
主轴转速: 10055	t = 280.1 s, 稳定, fc = NaN Hz, Xf = 0.0432, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.00082181, Y = 0.099028, Z = 0.13899	
主轴转速: 10055	t = 280.2 s, 稳定, fc = NaN Hz, Xf = 0.0852, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.03437, Y = 0.081427, Z = -0.28831	
主轴转速: 9945	t = 280.3 s, 稳定, fc = NaN Hz, Xf = 0.0839, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.11322, Y = 0.19879, Z = 0.014737	
主轴转速: 9945	t = 280.4 s, 稳定, fc = NaN Hz, Xf = 0.0842, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0086152, Y = -0.0024383, Z = 0.27038	
主轴转速: 9947	t = 280.5 s, 稳定, fc = NaN Hz, Xf = 0.0834, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15943, Y = -0.22754, Z = -0.042606	
主轴转速: 9947	t = 280.6 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.075955, Y = 0.20592, Z = 0.043135	
主轴转速: 9938	t = 280.7 s, 稳定, fc = NaN Hz, Xf = 0.0854, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050931, Y = 0.0070018, Z = 0.055079	
主轴转速: 9968	t = 280.8 s, 稳定, fc = NaN Hz, Xf = 0.0837, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14384, Y = 0.14641, Z = -0.23523	
主轴转速: 9968	t = 280.9 s, 稳定, fc = NaN Hz, Xf = 0.0849, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.20108, Y = 0.13277, Z = 0.033872	
主轴转速: 10036	t = 281.0 s, 稳定, fc = NaN Hz, Xf = 0.0848, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.1243, Y = 0.033373, Z = 0.22114	
主轴转速: 10036	t = 281.1 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16588, Y = -0.11048, Z = -0.17338	
主轴转速: 9968	t = 281.2 s, 稳定, fc = NaN Hz, Xf = 0.0819, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.10524, Y = 0.097079, Z = 0.010776	
主轴转速: 9968	t = 281.3 s, 稳定, fc = NaN Hz, Xf = 0.0838, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.096595, Y = -0.0056663, Z = 0.10176	
主轴转速: 9940	t = 281.4 s, 稳定, fc = NaN Hz, Xf = 0.0833, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.2113, Y = 0.10786, Z = -0.20897	
主轴转速: 9940	t = 281.5 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.018296, Y = 0.04799, Z = 0.22565	
主轴转速: 9942	t = 281.6 s, 稳定, fc = NaN Hz, Xf = 0.0817, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.26726, Y = -0.012548, Z = 0.094506	
