开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.20649, Y = 0.038246, Z = -0.060279	
主轴转速: 8998	t = 147.9 s, 稳定, fc = NaN Hz, Xf = 0.0873, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.099031, Y = 0.019914, Z = -0.32347	
主轴转速: 8998	t = 148.0 s, 稳定, fc = NaN Hz, Xf = 0.0878, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.087828, Y = -0.066327, Z = 0.12351	
主轴转速: 9042	t = 148.1 s, 稳定, fc = NaN Hz, Xf = 0.0880, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10043, Y = 0.12418, Z = 0.19036	
主轴转速: 9042	t = 148.2 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.24443, Y = -0.058531, Z = 0.17726	
主轴转速: 8977	t = 148.3 s, 稳定, fc = NaN Hz, Xf = 0.0861, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.045695, Y = -0.098302, Z = 0.092495	
主轴转速: 8977	t = 148.4 s, 稳定, fc = NaN Hz, Xf = 0.0871, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.024567, Y = 0.014189, Z = -0.20641	
主轴转速: 8993	t = 148.5 s, 稳定, fc = NaN Hz, Xf = 0.0871, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.10256, Y = 0.015955, Z = -0.18728	
主轴转速: 8993	t = 148.6 s, 稳定, fc = NaN Hz, Xf = 0.0876, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.22902, Y = 0.0007896, Z = 0.13765	
主轴转速: 9042	t = 148.7 s, 稳定, fc = NaN Hz, Xf = 0.0857, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.04192, Y = 0.12114, Z = 0.19183	
主轴转速: 9042	t = 148.8 s, 稳定, fc = NaN Hz, Xf = 0.0880, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.12509, Y = 0.014128, Z = -0.083557	
主轴转速: 8934	t = 148.9 s, 稳定, fc = NaN Hz, Xf = 0.0875, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15133, Y = -0.1103, Z = 0.0025495	
主轴转速: 8951	t = 149.0 s, 稳定, fc = NaN Hz, Xf = 0.0878, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.02542, Y = -0.032951, Z = 0.19042	
主轴转速: 8951	t = 149.1 s, 稳定, fc = NaN Hz, Xf = 0.0861, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0983, Y = 0.049818, Z = -0.20032	
主轴转速: 8958	t = 149.2 s, 稳定, fc = NaN Hz, Xf = 0.0887, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.14506, Y = 0.064983, Z = -0.28228	
