开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.0036834, Y = -0.039529, Z = 0.1836	
主轴转速: 4966	t = 215.6 s, 稳定, fc = NaN Hz, Xf = 0.0780, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.016896, Y = -0.034474, Z = 0.16928	
主轴转速: 4966	t = 215.7 s, 稳定, fc = NaN Hz, Xf = 0.0788, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.098848, Y = -0.034535, Z = 0.16343	
主轴转速: 5023	t = 215.8 s, 稳定, fc = NaN Hz, Xf = 0.0775, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.065361, Y = 0.072778, Z = -0.28027	
主轴转速: 4971	t = 215.9 s, 稳定, fc = NaN Hz, Xf = 0.0788, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.024811, Y = -0.092333, Z = 0.15819	
主轴转速: 4971	t = 216.0 s, 稳定, fc = NaN Hz, Xf = 0.0786, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.021097, Y = 0.05536, Z = -0.21135	
主轴转速: 4997	t = 216.1 s, 稳定, fc = NaN Hz, Xf = 0.0780, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.063839, Y = -0.015655, Z = 0.037589	
主轴转速: 4997	t = 216.2 s, 稳定, fc = NaN Hz, Xf = 0.0781, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.023045, Y = -0.061759, Z = 0.065682	
主轴转速: 5018	t = 216.3 s, 稳定, fc = NaN Hz, Xf = 0.0793, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.077355, Y = -0.09075, Z = 0.18165	
主轴转速: 5018	t = 216.4 s, 稳定, fc = NaN Hz, Xf = 0.0793, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.078756, Y = 0.090928, Z = 0.084878	
主轴转速: 5023	t = 216.5 s, 稳定, fc = NaN Hz, Xf = 0.0791, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.14463, Y = -0.079909, Z = -0.0040929	
主轴转速: 5023	t = 216.6 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.0055712, Y = 0.0027385, Z = 0.0075465	
主轴转速: 4971	t = 216.7 s, 稳定, fc = NaN Hz, Xf = 0.0785, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.055984, Y = 0.0071845, Z = -0.14431	
主轴转速: 4971	t = 216.8 s, 稳定, fc = NaN Hz, Xf = 0.0792, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.072971, Y = 0.11888, Z = -0.072527	
主轴转速: 4964	t = 216.9 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.099883, Y = 0.035627, Z = -0.23889	
主轴转速: 4964	t = 217.0 s, 稳定, fc = NaN Hz, Xf = 0.0805, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.006606, Y = 0.10061, Z = 0.29987	
主轴转速: 4978	t = 217.1 s, 稳定, fc = NaN Hz, Xf = 0.0786, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.042042, Y = 0.048051, Z = 0.0027323	
主轴转速: 4978	t = 217.2 s, 稳定, fc = NaN Hz, Xf = 0.0799, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14323, Y = -0.070712, Z = 0.13448	
主轴转速: 5025	t = 217.3 s, 稳定, fc = NaN Hz, Xf = 0.0787, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.021341, Y = 0.0070627, Z = -0.098304	
主轴转速: 4995	t = 217.4 s, 稳定, fc = NaN Hz, Xf = 0.0803, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.062682, Y = 0.026248, Z = -0.047116	
主轴转速: 4995	t = 217.5 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.08521, Y = 0.1145, Z = -0.20946	
主轴转速: 5030	t = 217.6 s, 稳定, fc = NaN Hz, Xf = 0.0798, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.19834, Y = 0.057735, Z = 0.04155	
主轴转速: 5030	t = 217.7 s, 稳定, fc = NaN Hz, Xf = 0.0797, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.068162, Y = 0.11054, Z = -0.1704	
主轴转速: 4966	t = 217.8 s, 稳定, fc = NaN Hz, Xf = 0.0789, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.064021, Y = 0.059562, Z = 0.24478	
主轴转速: 4966	t = 217.9 s, 稳定, fc = NaN Hz, Xf = 0.0800, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.11541, Y = -0.0067625, Z = 0.15807	
主轴转速: 4969	t = 218.0 s, 稳定, fc = NaN Hz, Xf = 0.0798, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.21191, Y = -0.085268, Z = -0.56022	
主轴转速: 4969	t = 218.1 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.31974, Y = 0.15658, Z = 0.037589	
主轴转速: 4962	t = 218.2 s, 稳定, fc = NaN Hz, Xf = 0.0763, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.26695, Y = 0.48875, Z = -0.39179	
主轴转速: 4962	t = 218.3 s, 稳定, fc = NaN Hz, Xf = 0.0927, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.46532, Y = -0.22011, Z = -0.056074	
主轴转速: 4950	t = 218.4 s, 稳定, fc = NaN Hz, Xf = 0.1469, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.086488, Y = 0.27194, Z = 0.28671	
主轴转速: 4950	t = 218.5 s, 颤振, fc = 170.00 Hz, Xf = 0.1941, n_new = 5100.00 rpm, pass = 0.0027 s	
	采集数据: X = 0.12807, Y = -0.10074, Z = -0.05778	
主轴转速: 5013	t = 218.6 s, 颤振, fc = 670.00 Hz, Xf = 0.1840, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.32766, Y = -0.20732, Z = -0.21061	
主轴转速: 5013	t = 218.7 s, 颤振, fc = 670.00 Hz, Xf = 0.1868, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.16771, Y = -0.38967, Z = 0.35557	
主轴转速: 5018	t = 218.8 s, 稳定, fc = NaN Hz, Xf = 0.0816, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.053184, Y = 0.073753, Z = -0.30952	
主轴转速: 4992	t = 218.9 s, 稳定, fc = NaN Hz, Xf = 0.0819, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.15705, Y = 0.0059056, Z = -0.040778	
主轴转速: 4992	t = 219.0 s, 稳定, fc = NaN Hz, Xf = 0.0827, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.013121, Y = 0.26883, Z = -0.22164	
主轴转速: 5032	t = 219.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1719, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.40078, Y = 0.03447, Z = 0.23235	
主轴转速: 5032	t = 219.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1702, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.22299, Y = -0.21329, Z = -0.10915	
主轴转速: 4995	t = 219.3 s, 稳定, fc = NaN Hz, Xf = 0.0810, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.29801, Y = -0.099398, Z = 0.3652	
主轴转速: 4995	t = 219.4 s, 稳定, fc = NaN Hz, Xf = 0.0825, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.58928, Y = -0.0042655, Z = -0.0020819	
主轴转速: 4971	t = 219.5 s, 稳定, fc = NaN Hz, Xf = 0.0830, n_new = NaN rpm, pass = 0.0009 s	
	采集数据: X = -0.19791, Y = 0.005601, Z = 0.081526	
主轴转速: 4971	t = 219.6 s, 稳定, fc = NaN Hz, Xf = 0.0796, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.47293, Y = 0.15019, Z = -0.32134	
主轴转速: 4973	t = 219.7 s, 稳定, fc = NaN Hz, Xf = 0.0807, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.043137, Y = -0.33431, Z = 0.29487	
主轴转速: 4973	t = 219.8 s, 颤振, fc = 670.00 Hz, Xf = 0.1706, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.0063018, Y = 0.036175, Z = -0.11543	
主轴转速: 4957	t = 219.9 s, 颤振, fc = 670.00 Hz, Xf = 0.1603, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.39207, Y = -0.081736, Z = 0.036858	
主轴转速: 5032	t = 220.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1557, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.0070933, Y = 0.18338, Z = 0.04155	
主轴转速: 5032	t = 220.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1590, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.43098, Y = -0.096292, Z = 0.13838	
主轴转速: 5032	t = 220.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1604, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.10207, Y = 0.079478, Z = -0.018048	
主轴转速: 5032	t = 220.3 s, 稳定, fc = NaN Hz, Xf = 0.0840, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.23651, Y = -0.18503, Z = 0.27708	
主轴转速: 5023	t = 220.4 s, 稳定, fc = NaN Hz, Xf = 0.0824, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.38373, Y = -0.0035346, Z = -0.0098821	
主轴转速: 5023	t = 220.5 s, 稳定, fc = NaN Hz, Xf = 0.0820, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.10268, Y = 0.035931, Z = -0.13834	
主轴转速: 4983	t = 220.6 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.3925, Y = 0.13843, Z = 0.1198	
主轴转速: 4983	t = 220.7 s, 稳定, fc = NaN Hz, Xf = 0.0823, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.24516, Y = -0.001403, Z = 0.0082168	
主轴转速: 4980	t = 220.8 s, 稳定, fc = NaN Hz, Xf = 0.0822, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.045999, Y = -0.068276, Z = 0.08829	
主轴转速: 4980	t = 220.9 s, 稳定, fc = NaN Hz, Xf = 0.0832, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.41223, Y = 0.038916, Z = 0.20316	
主轴转速: 4955	t = 221.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1668, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.056776, Y = 0.066932, Z = 0.17946	
主轴转速: 4955	t = 221.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1669, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.37606, Y = -0.10281, Z = -0.16211	
主轴转速: 4966	t = 221.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1761, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.25246, Y = 0.073875, Z = 0.13418	
主轴转速: 4990	t = 221.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1660, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.15712, Y = 0.010717, Z = -0.10617	
主轴转速: 4990	t = 221.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1694, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.28138, Y = 0.013945, Z = -0.18234	
主轴转速: 4983	t = 221.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1703, n_new = 5025.00 rpm, pass = 0.0006 s	
	采集数据: X = -0.1008, Y = 0.1081, Z = -0.18679	
主轴转速: 4983	t = 221.6 s, 颤振, fc = 670.00 Hz, Xf = 0.1727, n_new = 5025.00 rpm, pass = 0.0006 s	
	采集数据: X = 0.34909, Y = -0.017482, Z = 0.33838	
主轴转速: 4966	t = 221.7 s, 颤振, fc = 670.00 Hz, Xf = 0.1725, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.0639, Y = 0.18996, Z = -0.20745	
主轴转速: 4966	t = 221.8 s, 颤振, fc = 670.00 Hz, Xf = 0.1681, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.10165, Y = 0.042753, Z = 0.17202	
主轴转速: 4962	t = 221.9 s, 颤振, fc = 670.00 Hz, Xf = 0.1691, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.21435, Y = -0.16396, Z = 0.25886	
主轴转速: 4962	t = 222.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1739, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.081191, Y = 0.022654, Z = 0.076346	
主轴转速: 4992	t = 222.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1680, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.30135, Y = -0.15421, Z = -0.32372	
主轴转速: 4992	t = 222.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1716, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.17593, Y = 0.045067, Z = 0.011934	
主轴转速: 4999	t = 222.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1709, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.099822, Y = 0.21036, Z = -0.20245	
主轴转速: 4971	t = 222.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1698, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.3254, Y = -0.058836, Z = 0.15612	
主轴转速: 4971	t = 222.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1746, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.26196, Y = 0.059075, Z = -0.1217	
主轴转速: 4992	t = 222.6 s, 颤振, fc = 670.00 Hz, Xf = 0.1721, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.22646, Y = -0.2787, Z = 0.25813	
主轴转速: 4992	t = 222.7 s, 颤振, fc = 670.00 Hz, Xf = 0.1686, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.33569, Y = 0.24179, Z = -0.06558	
主轴转速: 4971	t = 222.8 s, 稳定, fc = NaN Hz, Xf = 0.0831, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.30434, Y = -0.013401, Z = 0.14076	
主轴转速: 4971	t = 222.9 s, 颤振, fc = 670.00 Hz, Xf = 0.1659, n_new = 5025.00 rpm, pass = 0.0006 s	
	采集数据: X = -0.23828, Y = -0.0335, Z = -0.18606	
主轴转速: 5025	t = 223.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1695, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.091481, Y = -0.0097468, Z = -0.28368	
主轴转速: 5025	t = 223.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1689, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.32778, Y = -0.038067, Z = 0.061904	
主轴转速: 4992	t = 223.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1736, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.03437, Y = 0.2335, Z = -0.021826	
主轴转速: 4992	t = 223.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1666, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.1453, Y = 0.21298, Z = -0.048517	
主轴转速: 4988	t = 223.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1725, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.21477, Y = -0.076863, Z = 0.45618	
主轴转速: 4988	t = 223.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1664, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.29734, Y = 0.088309, Z = 0.024548	
主轴转速: 5016	t = 223.6 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.2879, Y = -0.19301, Z = -0.18849	
主轴转速: 4985	t = 223.7 s, 稳定, fc = NaN Hz, Xf = 0.0804, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.40005, Y = -0.005849, Z = 0.064707	
主轴转速: 4985	t = 223.8 s, 颤振, fc = 670.00 Hz, Xf = 0.1696, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.32979, Y = 0.12875, Z = -0.11982	
主轴转速: 4992	t = 223.9 s, 颤振, fc = 670.00 Hz, Xf = 0.1706, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.30933, Y = -0.067667, Z = -0.17369	
主轴转速: 4992	t = 224.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1701, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.15279, Y = 0.13898, Z = -0.28002	
主轴转速: 4971	t = 224.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1735, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.46928, Y = -0.037397, Z = 0.37062	
主轴转速: 4971	t = 224.2 s, 稳定, fc = NaN Hz, Xf = 0.0822, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.016713, Y = 0.16072, Z = -0.34163	
主轴转速: 4995	t = 224.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1752, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.1973, Y = 0.0046875, Z = 0.31803	
主轴转速: 4995	t = 224.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1726, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.36632, Y = -0.0092596, Z = 0.17147	
主轴转速: 4973	t = 224.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1728, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.017018, Y = -0.030211, Z = -0.073137	
主轴转速: 4973	t = 224.6 s, 颤振, fc = 670.00 Hz, Xf = 0.1755, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.37174, Y = -0.10098, Z = -0.30166	
主轴转速: 4978	t = 224.7 s, 颤振, fc = 670.00 Hz, Xf = 0.1707, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.20254, Y = 0.098176, Z = 0.13966	
主轴转速: 4978	t = 224.8 s, 颤振, fc = 670.00 Hz, Xf = 0.1681, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.0969, Y = 0.16334, Z = -0.20842	
主轴转速: 5027	t = 224.9 s, 颤振, fc = 670.00 Hz, Xf = 0.1687, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.29642, Y = 0.013762, Z = 0.15471	
主轴转速: 4995	t = 225.0 s, 稳定, fc = NaN Hz, Xf = 0.0825, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.23444, Y = 0.063947, Z = -0.038767	
主轴转速: 4995	t = 225.1 s, 稳定, fc = NaN Hz, Xf = 0.0814, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.27986, Y = -0.24149, Z = 0.20584	
主轴转速: 4973	t = 225.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1681, n_new = 5025.00 rpm, pass = 0.0010 s	
	采集数据: X = -0.29721, Y = 0.19641, Z = -0.11116	
主轴转速: 4973	t = 225.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1687, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.38781, Y = 0.00042417, Z = 0.2073	
主轴转速: 4966	t = 225.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1644, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.14055, Y = 0.036297, Z = -0.19118	
主轴转速: 4966	t = 225.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1744, n_new = 5025.00 rpm, pass = 0.0005 s	
	采集数据: X = 0.22141, Y = -0.0416, Z = -0.13389	
主轴转速: 4973	t = 225.6 s, 稳定, fc = NaN Hz, Xf = 0.0829, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.29478, Y = -0.028932, Z = 0.050935	
主轴转速: 4973	t = 225.7 s, 稳定, fc = NaN Hz, Xf = 0.0809, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.064143, Y = 0.19294, Z = -0.039803	
主轴转速: 4969	t = 225.8 s, 稳定, fc = NaN Hz, Xf = 0.0830, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.11328, Y = 0.19215, Z = -0.092089	
主轴转速: 4969	t = 225.9 s, 稳定, fc = NaN Hz, Xf = 0.0834, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20053, Y = -0.10123, Z = 0.2382	
主轴转速: 4966	t = 226.0 s, 颤振, fc = 670.00 Hz, Xf = 0.1737, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.26829, Y = 0.15311, Z = 0.024487	
主轴转速: 4976	t = 226.1 s, 颤振, fc = 670.00 Hz, Xf = 0.1686, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.15291, Y = -0.30507, Z = -0.18764	
主轴转速: 4976	t = 226.2 s, 颤振, fc = 670.00 Hz, Xf = 0.1743, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.48279, Y = 0.048965, Z = -0.0072617	
主轴转速: 4990	t = 226.3 s, 颤振, fc = 670.00 Hz, Xf = 0.1654, n_new = 5025.00 rpm, pass = 0.0004 s	
	采集数据: X = -0.30227, Y = 0.14343, Z = -0.10988	
主轴转速: 4990	t = 226.4 s, 颤振, fc = 670.00 Hz, Xf = 0.1673, n_new = 5025.00 rpm, pass = 0.0003 s	
	采集数据: X = -0.24376, Y = -0.015289, Z = -0.22902	
主轴转速: 4969	t = 226.5 s, 颤振, fc = 670.00 Hz, Xf = 0.1764, n_new = 5025.00 rpm, pass = 0.0003 s	
