开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.050261, Y = -0.0053008, Z = -0.30336	
主轴转速: 8004	t = 269.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1612, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.16686, Y = 0.038672, Z = -0.11573	
主轴转速: 8006	t = 269.5 s, 稳定, fc = NaN Hz, Xf = 0.0581, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.15492, Y = -0.1469, Z = -0.0047632	
主轴转速: 8006	t = 269.6 s, 稳定, fc = NaN Hz, Xf = 0.0544, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.28047, Y = -0.054999, Z = 0.04734	
主轴转速: 7980	t = 269.7 s, 稳定, fc = NaN Hz, Xf = 0.0553, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.077355, Y = -0.023146, Z = -0.31025	
主轴转速: 7980	t = 269.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1632, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.24887, Y = 0.1229, Z = -0.22762	
主轴转速: 7948	t = 269.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1628, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.10609, Y = -0.076985, Z = -0.018414	
主轴转速: 7948	t = 270.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1611, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.17654, Y = -0.076133, Z = 0.0016963	
主轴转速: 7969	t = 270.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1638, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.084236, Y = 0.079052, Z = -0.29636	
主轴转速: 7969	t = 270.2 s, 颤振, fc = 540.00 Hz, Xf = 0.1641, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.22342, Y = 0.1955, Z = 0.0279	
主轴转速: 7927	t = 270.3 s, 颤振, fc = 540.00 Hz, Xf = 0.1621, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.10859, Y = 0.094765, Z = -0.20799	
主轴转速: 7927	t = 270.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1612, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.10859, Y = 0.037271, Z = -0.12493	
主轴转速: 7988	t = 270.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1638, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.080217, Y = 0.07016, Z = -0.22695	
主轴转速: 7988	t = 270.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1618, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.12192, Y = 0.09781, Z = 0.26422	
主轴转速: 7955	t = 270.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1613, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.03571, Y = 0.27382, Z = 0.11425	
主轴转速: 7955	t = 270.8 s, 颤振, fc = 540.00 Hz, Xf = 0.1612, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.18354, Y = 0.062851, Z = -0.0072617	
主轴转速: 7952	t = 270.9 s, 颤振, fc = 540.00 Hz, Xf = 0.1623, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.027977, Y = 0.053776, Z = -0.11092	
主轴转速: 8046	t = 271.0 s, 颤振, fc = 540.00 Hz, Xf = 0.1623, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.0010045, Y = 0.15427, Z = 0.27818	
主轴转速: 8046	t = 271.1 s, 颤振, fc = 540.00 Hz, Xf = 0.1619, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.093612, Y = -0.12662, Z = 0.26069	
主轴转速: 7988	t = 271.2 s, 稳定, fc = NaN Hz, Xf = 0.1018, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.033761, Y = 0.21804, Z = 0.070009	
主轴转速: 7988	t = 271.3 s, 稳定, fc = NaN Hz, Xf = 0.1001, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.050018, Y = -0.068946, Z = -0.030297	
主轴转速: 7950	t = 271.4 s, 颤振, fc = 540.00 Hz, Xf = 0.1637, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.27128, Y = -0.025947, Z = 0.32431	
主轴转速: 7950	t = 271.5 s, 颤振, fc = 540.00 Hz, Xf = 0.1622, n_new = 8100.00 rpm, pass = 0.0003 s	
	采集数据: X = 0.047339, Y = -0.17321, Z = 0.12498	
主轴转速: 8048	t = 271.6 s, 颤振, fc = 540.00 Hz, Xf = 0.1632, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.023106, Y = 0.12778, Z = 0.044658	
主轴转速: 8048	t = 271.7 s, 颤振, fc = 540.00 Hz, Xf = 0.1638, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.095012, Y = -0.038859, Z = 0.092617	
主轴转速: 8053	t = 271.8 s, 稳定, fc = NaN Hz, Xf = 0.1023, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.80025, Y = -0.16584, Z = 0.36337	
主轴转速: 8053	t = 271.9 s, 颤振, fc = 1620.00 Hz, Xf = 0.1844, n_new = 8100.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.28473, Y = -0.16816, Z = -0.050772	
主轴转速: 7943	t = 272.0 s, 稳定, fc = NaN Hz, Xf = 0.1224, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.79465, Y = 0.54722, Z = -0.47375	
主轴转速: 7943	t = 272.1 s, 颤振, fc = 410.00 Hz, Xf = 0.1588, n_new = 8200.00 rpm, pass = 0.0002 s	
	采集数据: X = -0.038145, Y = 0.64912, Z = -0.66784	
主轴转速: 8037	t = 272.2 s, 颤振, fc = 410.00 Hz, Xf = 0.1666, n_new = 8200.00 rpm, pass = 0.0005 s	
	采集数据: X = -0.5628, Y = -0.097266, Z = 0.090972	
主轴转速: 8037	t = 272.3 s, 颤振, fc = 1610.00 Hz, Xf = 0.2253, n_new = 8050.00 rpm, pass = 0.0004 s	
	采集数据: X = 0.18451, Y = 0.020096, Z = 0.33077	
主轴转速: 7929	t = 272.4 s, 稳定, fc = NaN Hz, Xf = 0.1056, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.87155, Y = -1.0842, Z = 0.093227	
主轴转速: 7929	t = 272.5 s, 颤振, fc = 350.00 Hz, Xf = 0.2352, n_new = 10500.00 rpm, pass = 0.0002 s	
	采集数据: X = 0.12077, Y = 0.38108, Z = 0.21626	
主轴转速: 8044	t = 272.6 s, 稳定, fc = NaN Hz, Xf = 0.1087, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.050322, Y = -0.11042, Z = 0.4407	
主轴转速: 7959	t = 272.7 s, 稳定, fc = NaN Hz, Xf = 0.1094, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.30897, Y = 0.06815, Z = -0.19977	
主轴转速: 7959	t = 272.8 s, 稳定, fc = NaN Hz, Xf = 0.1101, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.12259, Y = -0.2343, Z = -0.074721	
主轴转速: 8046	t = 272.9 s, 稳定, fc = NaN Hz, Xf = 0.1093, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.02682, Y = 0.19562, Z = 0.29317	
主轴转速: 8046	t = 273.0 s, 稳定, fc = NaN Hz, Xf = 0.1150, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.083383, Y = 0.059562, Z = 0.22656	
主轴转速: 8053	t = 273.1 s, 稳定, fc = NaN Hz, Xf = 0.1103, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.054036, Y = 0.06279, Z = 0.16903	
主轴转速: 8053	t = 273.2 s, 稳定, fc = NaN Hz, Xf = 0.1114, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.070171, Y = -0.27383, Z = 0.030764	
主轴转速: 7988	t = 273.3 s, 稳定, fc = NaN Hz, Xf = 0.1084, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.19797, Y = -0.1438, Z = 0.23003	
主轴转速: 7988	t = 273.4 s, 稳定, fc = NaN Hz, Xf = 0.1089, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.27213, Y = 0.22693, Z = 0.064342	
主轴转速: 7990	t = 273.5 s, 稳定, fc = NaN Hz, Xf = 0.1075, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.065239, Y = -0.14709, Z = 0.50292	
主轴转速: 7990	t = 273.6 s, 稳定, fc = NaN Hz, Xf = 0.1093, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.043929, Y = -0.034596, Z = -0.15345	
主轴转速: 7988	t = 273.7 s, 稳定, fc = NaN Hz, Xf = 0.1103, n_new = NaN rpm, pass = 0.0003 s	
