开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.10628, Y = 0.15908, Z = 0.12833	
主轴转速: 3021	t = 256.2 s, 稳定, fc = NaN Hz, Xf = 0.0612, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.026942, Y = 0.054142, Z = -0.12804	
主轴转速: 3021	t = 256.3 s, 稳定, fc = NaN Hz, Xf = 0.0613, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.06323, Y = -0.0074325, Z = 0.0094356	
主轴转速: 3014	t = 256.4 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.16193, Y = 0.0093162, Z = 0.14381	
主轴转速: 3014	t = 256.5 s, 稳定, fc = NaN Hz, Xf = 0.0614, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050444, Y = -0.013706, Z = 0.1786	
主轴转速: 2981	t = 256.6 s, 稳定, fc = NaN Hz, Xf = 0.0616, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.028525, Y = 0.017599, Z = 0.22534	
主轴转速: 2981	t = 256.7 s, 稳定, fc = NaN Hz, Xf = 0.0599, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.13995, Y = 0.13752, Z = -0.031211	
主轴转速: 2995	t = 256.8 s, 稳定, fc = NaN Hz, Xf = 0.0610, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.07699, Y = 0.01358, Z = -0.061375	
主轴转速: 2995	t = 256.9 s, 稳定, fc = NaN Hz, Xf = 0.0624, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.085818, Y = 0.031059, Z = 0.14137	
主轴转速: 2984	t = 257.0 s, 稳定, fc = NaN Hz, Xf = 0.0606, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20789, Y = -0.00012397, Z = 0.07525	
主轴转速: 2984	t = 257.1 s, 稳定, fc = NaN Hz, Xf = 0.0608, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.13599, Y = 0.13521, Z = -0.021826	
主轴转速: 2991	t = 257.2 s, 稳定, fc = NaN Hz, Xf = 0.0812, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.38459, Y = 0.085142, Z = 0.12004	
主轴转速: 2977	t = 257.3 s, 稳定, fc = NaN Hz, Xf = 0.0595, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.15279, Y = -0.54278, Z = 0.30487	
主轴转速: 2977	t = 257.4 s, 稳定, fc = NaN Hz, Xf = 0.0608, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.30744, Y = 0.11285, Z = 0.18037	
主轴转速: 2965	t = 257.5 s, 稳定, fc = NaN Hz, Xf = 0.1015, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.46842, Y = -0.0026819, Z = 0.11718	
主轴转速: 2965	t = 257.6 s, 稳定, fc = NaN Hz, Xf = 0.1492, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.70253, Y = -0.03149, Z = 0.060746	
主轴转速: 2960	t = 257.7 s, 颤振, fc = 300.00 Hz, Xf = 0.2079, n_new = 3000.00 rpm, pass = 0.0023 s	
