开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.08113, Y = -0.10689, Z = -0.17557	
主轴转速: 3021	t = 321.8 s, 稳定, fc = NaN Hz, Xf = 0.0605, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.012512, Y = -0.0051181, Z = 0.12053	
主轴转速: 2998	t = 321.9 s, 稳定, fc = NaN Hz, Xf = 0.0598, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.02956, Y = 0.057979, Z = 0.069095	
主轴转速: 2998	t = 322.0 s, 稳定, fc = NaN Hz, Xf = 0.0604, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.13294, Y = 0.028988, Z = -0.12999	
主轴转速: 2979	t = 322.1 s, 稳定, fc = NaN Hz, Xf = 0.0607, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.00051767, Y = 0.056761, Z = -0.071187	
主轴转速: 2979	t = 322.2 s, 稳定, fc = NaN Hz, Xf = 0.0589, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0021004, Y = 0.021071, Z = -0.23597	
主轴转速: 2986	t = 322.3 s, 稳定, fc = NaN Hz, Xf = 0.0580, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.12272, Y = -0.11554, Z = -0.052052	
主轴转速: 2986	t = 322.4 s, 稳定, fc = NaN Hz, Xf = 0.0591, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.03778, Y = -0.016751, Z = 0.1123	
主轴转速: 2986	t = 322.5 s, 稳定, fc = NaN Hz, Xf = 0.0596, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.08107, Y = 0.057674, Z = -0.1515	
主轴转速: 2986	t = 322.6 s, 稳定, fc = NaN Hz, Xf = 0.0606, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.16046, Y = 0.022715, Z = -0.11598	
主轴转速: 2988	t = 322.7 s, 稳定, fc = NaN Hz, Xf = 0.0597, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.0004565, Y = 0.10347, Z = -0.15571	
主轴转速: 2988	t = 322.8 s, 稳定, fc = NaN Hz, Xf = 0.0591, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.011538, Y = -0.025521, Z = -0.091723	
主轴转速: 2979	t = 322.9 s, 稳定, fc = NaN Hz, Xf = 0.0606, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.082287, Y = 0.00054598, Z = 0.095908	
主轴转速: 2979	t = 323.0 s, 稳定, fc = NaN Hz, Xf = 0.0590, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.019149, Y = -0.0087724, Z = 0.080978	
主轴转速: 3019	t = 323.1 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.14189, Y = 0.080087, Z = -0.25272	
主轴转速: 3019	t = 323.2 s, 稳定, fc = NaN Hz, Xf = 0.0576, n_new = NaN rpm, pass = 0.0004 s	
