开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.10591, Y = 0.016259, Z = 0.10212	
主轴转速: 2991	t = 190.0 s, 稳定, fc = NaN Hz, Xf = 0.0609, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.072972, Y = 0.0092553, Z = -0.032186	
主轴转速: 2991	t = 190.1 s, 稳定, fc = NaN Hz, Xf = 0.0600, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.04947, Y = -0.016568, Z = 0.0034026	
主轴转速: 2981	t = 190.2 s, 稳定, fc = NaN Hz, Xf = 0.0597, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.062256, Y = -0.0095641, Z = 0.066535	
主轴转速: 2981	t = 190.3 s, 稳定, fc = NaN Hz, Xf = 0.0610, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020305, Y = 0.069063, Z = -0.0087852	
主轴转速: 2995	t = 190.4 s, 稳定, fc = NaN Hz, Xf = 0.0608, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.04326, Y = -0.045985, Z = 0.026255	
主轴转速: 2995	t = 190.5 s, 稳定, fc = NaN Hz, Xf = 0.0625, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.04813, Y = -0.0098078, Z = 0.02138	
主轴转速: 2995	t = 190.6 s, 稳定, fc = NaN Hz, Xf = 0.0621, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.050261, Y = -0.04836, Z = -0.17679	
主轴转速: 3021	t = 190.7 s, 稳定, fc = NaN Hz, Xf = 0.0601, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.099883, Y = -0.048969, Z = 0.025219	
主轴转速: 3021	t = 190.8 s, 稳定, fc = NaN Hz, Xf = 0.0617, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.055863, Y = 0.026308, Z = 0.10188	
主轴转速: 2995	t = 190.9 s, 稳定, fc = NaN Hz, Xf = 0.0599, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.040885, Y = 0.051157, Z = -0.096659	
主轴转速: 2995	t = 191.0 s, 稳定, fc = NaN Hz, Xf = 0.0612, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.024263, Y = -0.035997, Z = -0.02987	
主轴转速: 3002	t = 191.1 s, 稳定, fc = NaN Hz, Xf = 0.0617, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.00039561, Y = -0.0029256, Z = -0.069237	
主轴转速: 3002	t = 191.2 s, 稳定, fc = NaN Hz, Xf = 0.0617, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.0011874, Y = -0.02205, Z = -0.17381	
主轴转速: 3021	t = 191.3 s, 稳定, fc = NaN Hz, Xf = 0.0601, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.29892, Y = -0.45313, Z = 0.029789	
主轴转速: 3021	t = 191.4 s, 颤振, fc = 160.00 Hz, Xf = 0.1540, n_new = 3200.00 rpm, pass = 0.0026 s	
	采集数据: X = 0.33874, Y = -0.39625, Z = -0.0409	
主轴转速: 2988	t = 191.5 s, 稳定, fc = NaN Hz, Xf = 0.0594, n_new = NaN rpm, pass = 0.0004 s	
