开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = 0.11127, Y = 0.19026, Z = -0.14212	
主轴转速: 5995	t = 255.8 s, 稳定, fc = NaN Hz, Xf = 0.0476, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.11937, Y = -0.10786, Z = 0.06879	
主轴转速: 5965	t = 255.9 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.14847, Y = 0.085568, Z = -0.059791	
主轴转速: 6035	t = 256.0 s, 稳定, fc = NaN Hz, Xf = 0.0910, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.06049, Y = -0.018395, Z = 0.20133	
主轴转速: 6035	t = 256.1 s, 稳定, fc = NaN Hz, Xf = 0.0884, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.017931, Y = 0.084898, Z = -0.14675	
主轴转速: 5986	t = 256.2 s, 稳定, fc = NaN Hz, Xf = 0.0921, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.075772, Y = -0.20373, Z = 0.2268	
主轴转速: 5986	t = 256.3 s, 稳定, fc = NaN Hz, Xf = 0.0883, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.039606, Y = 0.023141, Z = 0.0035245	
主轴转速: 6026	t = 256.4 s, 稳定, fc = NaN Hz, Xf = 0.0871, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.084296, Y = -0.052441, Z = 0.32979	
主轴转速: 6026	t = 256.5 s, 稳定, fc = NaN Hz, Xf = 0.0922, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.15785, Y = -0.049274, Z = -0.21372	
主轴转速: 5965	t = 256.6 s, 稳定, fc = NaN Hz, Xf = 0.0879, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.14129, Y = 0.099211, Z = -0.193	
主轴转速: 5965	t = 256.7 s, 稳定, fc = NaN Hz, Xf = 0.0930, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.14403, Y = -0.077229, Z = -0.26052	
主轴转速: 6023	t = 256.8 s, 稳定, fc = NaN Hz, Xf = 0.0921, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.1439, Y = -0.0081633, Z = 0.2198	
主轴转速: 6023	t = 256.9 s, 稳定, fc = NaN Hz, Xf = 0.0877, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = 0.1632, Y = 0.096288, Z = 0.034603	
主轴转速: 5986	t = 257.0 s, 稳定, fc = NaN Hz, Xf = 0.0936, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.031204, Y = 0.12278, Z = -0.005921	
主轴转速: 5986	t = 257.1 s, 稳定, fc = NaN Hz, Xf = 0.0881, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.20193, Y = -0.078142, Z = 0.073178	
主轴转速: 6023	t = 257.2 s, 稳定, fc = NaN Hz, Xf = 0.0916, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13033, Y = 0.10981, Z = 0.0072418	
主轴转速: 6023	t = 257.3 s, 稳定, fc = NaN Hz, Xf = 0.0927, n_new = NaN rpm, pass = 0.0002 s	
	采集数据: X = -0.058542, Y = -0.067728, Z = 0.24429	
主轴转速: 6028	t = 257.4 s, 稳定, fc = NaN Hz, Xf = 0.0868, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.056228, Y = 0.17881, Z = -0.14718	
主轴转速: 5962	t = 257.5 s, 稳定, fc = NaN Hz, Xf = 0.0942, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.076503, Y = -0.10981, Z = 0.092739	
主轴转速: 5962	t = 257.6 s, 稳定, fc = NaN Hz, Xf = 0.0874, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.069927, Y = -0.077716, Z = -0.0018381	
主轴转速: 6035	t = 257.7 s, 稳定, fc = NaN Hz, Xf = 0.0912, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10737, Y = 0.055908, Z = 0.4248	
主轴转速: 6035	t = 257.8 s, 稳定, fc = NaN Hz, Xf = 0.0924, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.077112, Y = 0.05067, Z = -0.18667	
主轴转速: 5941	t = 257.9 s, 稳定, fc = NaN Hz, Xf = 0.0888, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.21003, Y = -0.013401, Z = -0.10537	
主轴转速: 5941	t = 258.0 s, 稳定, fc = NaN Hz, Xf = 0.0901, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.078634, Y = 0.3326, Z = -0.39185	
主轴转速: 5981	t = 258.1 s, 稳定, fc = NaN Hz, Xf = 0.1072, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.07766, Y = 0.13234, Z = 0.089936	
主轴转速: 5981	t = 258.2 s, 稳定, fc = NaN Hz, Xf = 0.1232, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.72341, Y = 0.69455, Z = -0.30653	
主轴转速: 5979	t = 258.3 s, 稳定, fc = NaN Hz, Xf = 0.0936, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.16034, Y = 0.0097425, Z = -0.1955	
主轴转速: 5979	t = 258.4 s, 稳定, fc = NaN Hz, Xf = 0.1092, n_new = NaN rpm, pass = 0.0064 s	
	采集数据: X = -0.66904, Y = 0.427, Z = -0.25413	
主轴转速: 5948	t = 258.5 s, 稳定, fc = NaN Hz, Xf = 0.1075, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -1.096, Y = -0.42986, Z = -0.2331	
