开始记录spindle数据...	开始记录accel数据...	
	采集数据: X = -0.046425, Y = -0.081431, Z = -0.20556	
主轴转速: 4001	t = 312.0 s, 稳定, fc = NaN Hz, Xf = 0.0506, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.058663, Y = 0.061694, Z = 0.25002	
主轴转速: 4024	t = 312.1 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.020731, Y = 0.015589, Z = -0.062716	
主轴转速: 4024	t = 312.2 s, 稳定, fc = NaN Hz, Xf = 0.0532, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.21057, Y = 0.0091335, Z = -0.12359	
主轴转速: 4022	t = 312.3 s, 稳定, fc = NaN Hz, Xf = 0.0526, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.13075, Y = 0.031424, Z = 0.10871	
主轴转速: 4022	t = 312.4 s, 稳定, fc = NaN Hz, Xf = 0.0520, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.054888, Y = 0.031607, Z = -0.090748	
主轴转速: 3998	t = 312.5 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.032239, Y = -0.061272, Z = 0.055079	
主轴转速: 3998	t = 312.6 s, 稳定, fc = NaN Hz, Xf = 0.0510, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = 0.070049, Y = 0.17826, Z = -0.14236	
主轴转速: 3975	t = 312.7 s, 稳定, fc = NaN Hz, Xf = 0.0503, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.10274, Y = -0.096901, Z = -0.099036	
主轴转速: 3975	t = 312.8 s, 稳定, fc = NaN Hz, Xf = 0.0521, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0639, Y = 0.074849, Z = 0.049107	
主轴转速: 3998	t = 312.9 s, 稳定, fc = NaN Hz, Xf = 0.0527, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.026942, Y = -0.10135, Z = 0.18244	
主轴转速: 3998	t = 313.0 s, 稳定, fc = NaN Hz, Xf = 0.0485, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = 0.16004, Y = -0.04227, Z = 0.023695	
主轴转速: 3984	t = 313.1 s, 稳定, fc = NaN Hz, Xf = 0.0504, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.043868, Y = 0.091781, Z = 0.0033417	
主轴转速: 3984	t = 313.2 s, 稳定, fc = NaN Hz, Xf = 0.0516, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.053671, Y = -0.017421, Z = -0.098	
主轴转速: 3984	t = 313.3 s, 稳定, fc = NaN Hz, Xf = 0.0518, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.029743, Y = -0.039468, Z = 0.11943	
主轴转速: 3984	t = 313.4 s, 稳定, fc = NaN Hz, Xf = 0.0529, n_new = NaN rpm, pass = 0.0004 s	
